Aprika	Afrika
Wikipedia:Ol pes i mas stap long Wikipedia	Wikipedia:Artikel, die es in allen Wikipedias geben sollte
Grup:Elektroniks	Kategorie:Elektronik
Templet:Babel	Vorlage:Babel
Templet:Commons	Vorlage:Commons
Templet:User ar-1	Vorlage:User ar-1
Templet:User ast-1	Vorlage:User ast-1
Templet:User az	Vorlage:User az
Templet:Yusa eo-1	Vorlage:User eo-1
Templet:See also	Vorlage:Siehe auch
Templet:User da	Vorlage:User da
Templet:User ca-1	Vorlage:User ca-1
Templet:User cs-1	Vorlage:User cs-1
Templet:User eo-3	Vorlage:User eo-3
Templet:User de	Vorlage:User de
Templet:User de-1	Vorlage:User de-1
Templet:User el	Vorlage:User el
Templet:User es	Vorlage:User es
Templet:User de-3	Vorlage:User de-3
Templet:User en-3	Vorlage:User en-3
Templet:User en-1	Vorlage:User en-1
Templet:User en-2	Vorlage:User en-2
Templet:User eo-2	Vorlage:User eo-2
Templet:User en-4	Vorlage:User en-4
Templet:User en-0	Vorlage:User en-0
Templet:User en	Vorlage:User en
Templet:User de-2	Vorlage:User de-2
Templet:User es-1	Vorlage:User es-1
Templet:User fa	Vorlage:User fa
Templet:User fr-1	Vorlage:User fr-1
Templet:User gl-1	Vorlage:User gl-1
Templet:User hu-N	Vorlage:User hu
Templet:User sk	Vorlage:User sk
Templet:User tr-2	Vorlage:User tr-2
Templet:User fr-2	Vorlage:User fr-2
Templet:User ja	Vorlage:User ja
Templet:User ja-1	Vorlage:User ja-1
Templet:User it-1	Vorlage:User it-1
Templet:User fr	Vorlage:User fr
Templet:Unsigned	Vorlage:Unsigniert
Grup:Azerbaijan	Kategorie:Aserbaidschan
Grup:Esia	Kategorie:Asien
Grup:Soria provins	Kategorie:Provinz Soria
Grup:Castile na León	Kategorie:Kastilien und León
Templet:Mod	Vorlage:Modulo
Templet:User es-2	Vorlage:User es-2
Templet:NewUser	Vorlage:Willkommen
Grup:Lingwistikis	Kategorie:Sprachwissenschaft
Templet:ITA	Vorlage:ITA
Templet:Cc-by-sa-3.0	Vorlage:Bild-CC-by-sa/3.0
Grup:Yusa fr-1	Kategorie:User fr-1
Templet:Rnd	Vorlage:Siground
Templet:Steady	Vorlage:Unverändert
Templet:Infobokis Kantri	Vorlage:Infobox Staat
Templet:Fi icon	Vorlage:FiS
Templet:Str left	Vorlage:Str left
Templet:Cite journal	Vorlage:Cite journal
Grup:Yusa en-4	Kategorie:User en-4
Grup:Yusa en	Kategorie:User en
Grup:Yusa en-2	Kategorie:User en-2
Templet:Infobokis	Vorlage:Infobox
Templet:Yusa eo	Vorlage:User eo
Templet:User zh	Vorlage:User zh
Templet:Legend	Vorlage:Farblegende
Templet:Cc-by-2.5	Vorlage:Bild-CC-by/2.5
Templet:Ol daireksion	Vorlage:Linkbox Himmelsrichtungen
Templet:Wiktionary	Vorlage:Wiktionary
Grup:Egrikalsa	Kategorie:Landwirtschaft
Templet:Infobokis Setelmen	Vorlage:Infobox Ort
Templet:User ru	Vorlage:User ru
Templet:IPA	Vorlage:IPA-Text
Grup:Ol planet bilong Sola Sistem	Kategorie:Planet des Sonnensystems
Grup:Language user templates	Kategorie:Vorlage:Babel-Sprache
Templet:Babel bokis-N	Vorlage:Babel field M
Templet:Babel bokis-1	Vorlage:Babel field 1
Wikipedia:Buk Bilong GFDL	Wikipedia:GNU Free Documentation License
Templet:Cc-by-sa-2.5	Vorlage:Bild-CC-by-sa/2.5
Templet:PD-USGov	Vorlage:Bild-PD-US
Templet:Tok-cs	Vorlage:CsS
Templet:Infobokis Plak	Vorlage:Infobox Flagge
Templet:Infobokis Planet	Vorlage:Infobox Planet
Grup:Politikis long kontinen	Kategorie:Politik nach Kontinent
Templet:Infobokis Websait	Vorlage:Infobox Website
Templet:SCO	Vorlage:SCO
Templet:Documentation subpage	Vorlage:Dokumentation/Dokuseite
Templet:CcTLD	Vorlage:Navigationsleiste ccTLD
Templet:POL	Vorlage:POL
Templet:Tok-de	Vorlage:DeS
Templet:Cc-by-3.0	Vorlage:Bild-CC-by/3.0
Templet:Tok-la	Vorlage:LaS
Templet:Harim stori	Vorlage:Gesprochene Version
Templet:Unreferenced	Vorlage:Belege fehlen
Templet:Babel bokis-4	Vorlage:Babel field 4
Grup:Ples balus long Vietnam	Kategorie:Flughafen in Vietnam
Templet:Emergency-bot-shutoff	Vorlage:Emergency-bot-shutoff
Templet:User pl-1	Vorlage:User pl-1
Templet:Redirect	Vorlage:Weiterleitungshinweis
Templet:Age in days	Vorlage:Tagesdifferenz
Templet:Cc-by-sa-2.0	Vorlage:Bild-CC-by-sa/2.0
Templet:JULIANDAY	Vorlage:JULIANDAY
Templet:FIAV	Vorlage:FIAV
Templet:UNO	Vorlage:UNO
Templet:Infobokis Kontinen	Vorlage:Infobox Kontinent
Templet:User de-0	Vorlage:User de-0
Templet:Ol de bilong dispela wik	Vorlage:Navigationsleiste Wochentage
Templet:Gregorian serial date	Vorlage:Gsd
Grup:Yusa ja-N	Kategorie:User ja-M
Templet:Tok-ru	Vorlage:RuS
Templet:Disambig	Vorlage:Begriffsklärung
Grup:Niuspepa	Kategorie:Zeitung
Templet:User no	Vorlage:User no
Templet:Tok-en	Vorlage:EnS
Templet:Babel bokis-3	Vorlage:Babel field 3
Templet:User it-2	Vorlage:User it-2
Templet:Nts	Vorlage:Nts
Templet:Convert	Vorlage:Einheitenumrechnung
Templet:InterWiki	Vorlage:Wikipedia
Templet:FranPesolIntawiki	Wikipedia:Hauptseite/Interwikis
Templet:Coord	Vorlage:Coordinate
Templet:Europe topic	Vorlage:Navigationsleiste Staaten in Europa
Grup:Yusa sk	Kategorie:User sk
Grup:Yusa eo	Kategorie:User eo
Grup:Yusa fr	Kategorie:User fr
Grup:Yusa hu-N	Kategorie:User hu-M
Grup:Yusa ja	Kategorie:User ja
Grup:Yusa th	Kategorie:User th
Grup:Yusa fr-3	Kategorie:User fr-3
Grup:Yusa ja-3	Kategorie:User ja-3
Grup:Yusa pl-1	Kategorie:User pl-1
Grup:Yusa hu-4	Kategorie:User hu-4
Grup:Yusa fr-2	Kategorie:User fr-2
Grup:Yusa hu-2	Kategorie:User hu-2
Grup:Yusa it-2	Kategorie:User it-2
Grup:Yusa ja-2	Kategorie:User ja-2
Grup:Yusa fr-N	Kategorie:User fr-M
Grup:Yusa ru-N	Kategorie:User ru-M
Grup:Ol kapitol bilong Osenia	Kategorie:Hauptstadt in Australien und Ozeanien
Grup:Yusa bi	Kategorie:User bi
Grup:Yusa bi-1	Kategorie:User bi-1
Grup:Yusa bi-2	Kategorie:User bi-2
Grup:Yusa bi-3	Kategorie:User bi-3
Grup:Yusa bi-N	Kategorie:User bi-M
Grup:Yusa ca	Kategorie:User ca
Grup:Yusa ca-1	Kategorie:User ca-1
Grup:Ailan	Kategorie:Insel
Grup:Quang Binh provins	Kategorie:Quảng Bình
Grup:Yusa sk-N	Kategorie:User sk-M
Grup:Yusa de	Kategorie:User de
Grup:Yusa de-2	Kategorie:User de-2
Grup:Yusa de-3	Kategorie:User de-3
Grup:Yusa de-N	Kategorie:User de-M
Grup:Yusa dsb	Kategorie:User dsb
Grup:Yusa dsb-1	Kategorie:User dsb-1
Grup:Yusa el	Kategorie:User el
Grup:Yusa el-N	Kategorie:User el-M
Grup:Yusa en-0	Kategorie:User en-0
Grup:Yusa en-3	Kategorie:User en-3
Grup:Yusa en-N	Kategorie:User en-M
Grup:Yusa eo-1	Kategorie:User eo-1
Grup:Yusa eo-2	Kategorie:User eo-2
Grup:Yusa eo-3	Kategorie:User eo-3
Grup:Yusa eo-4	Kategorie:User eo-4
Grup:Yusa es	Kategorie:User es
Grup:Yusa es-1	Kategorie:User es-1
Grup:Yusa eu	Kategorie:User eu
Grup:Yusa eu-1	Kategorie:User eu-1
Grup:Yusa hsb	Kategorie:User hsb
Grup:Yusa hsb-1	Kategorie:User hsb-1
Grup:Yusa hu	Kategorie:User hu
Grup:Yusa hu-1	Kategorie:User hu-1
Grup:Yusa hu-3	Kategorie:User hu-3
Grup:Politikis long kantri	Kategorie:Politik nach Staat
Grup:Yusa it	Kategorie:User it
Grup:Yusa it-1	Kategorie:User it-1
Grup:Yusa ja-1	Kategorie:User ja-1
Grup:Ol stet bilong Ol Yunaitet Stet	Kategorie:Bundesstaat der Vereinigten Staaten
Templet:Ol taun long Soria	Vorlage:Navigationsleiste Gemeinden in der Provinz Soria
Grup:Ol provins bilong Vietnam	Kategorie:Provinz in Vietnam
Templet:Ol provins bilong Papua Niugini	Vorlage:Navigationsleiste Verwaltungsgliederung Papua-Neuguineas
Grup:Ol provins bilong Papua Niugini	Kategorie:Provinz von Papua-Neuguinea
Grup:Lukluk bilong manmeri	Kategorie:Sehen
Grup:Yusa ru-1	Kategorie:User ru-1
Wikipedia:Babel	Wikipedia:Babel
Templet:Tdeprecated	Vorlage:Veraltete Vorlage
Templet:Cc-by-sa-1.0	Vorlage:Bild-CC-by-sa/1.0
Templet:User sv-1	Vorlage:User sv-1
Templet:Babel bokis-2	Vorlage:Babel field 2
Grup:7	Kategorie:7
Templet:PD-old-70	Vorlage:Bild-PD-alt
Grup:Paradisaeidae	Kategorie:Paradiesvögel
Grup:Saiens long Manmeri na Ples	Kategorie:Sozialwissenschaft
Grup:Ol kantri long Aprika	Kategorie:Staat in Afrika
Grup:Yusa ru	Kategorie:User ru
Grup:Yusa ru-2	Kategorie:User ru-2
Grup:Yusa ru-3	Kategorie:User ru-3
Grup:Yusa ru-4	Kategorie:User ru-4
Grup:Yusa th-1	Kategorie:User th-1
Grup:Yusa tpi	Kategorie:User tpi
Grup:Yusa tpi-1	Kategorie:User tpi-1
Grup:Yusa tpi-4	Kategorie:User tpi-4
Grup:Yusa vi	Kategorie:User vi
Templet:Lang	Vorlage:Lang
Templet:User hsb-1	Vorlage:User hsb-1
Grup:Vemont	Kategorie:Vermont
Grup:Kolorado	Kategorie:Colorado
Templet:ENG	Vorlage:ENG
Templet:Merge	Vorlage:Redundanz
Grup:Politikis long PNG	Kategorie:Politik (Papua-Neuguinea)
Templet:User hu-1	Vorlage:User hu-1
Templet:User no-1	Vorlage:User no-1
Templet:User ru-1	Vorlage:User ru-1
Grup:Ubuntu	Kategorie:Ubuntu
Grup:Manmeri bilong Belaras	Kategorie:Person (Weißrussland)
Grup:Manmeri bilong Papua Niugini	Kategorie:Papua-Neuguineer
Grup:Intanet kod	Kategorie:Länderspezifische Top-Level-Domain
Grup:User no-2	Kategorie:User no-2
Grup:User no	Kategorie:User no
Grup:Armenia	Kategorie:Armenien
Grup:Bhutan	Kategorie:Bhutan
Grup:Ples balus	Kategorie:Flughafen
Grup:Ol nesenel plak	Kategorie:Nationalflagge
Grup:Not Koria	Kategorie:Nordkorea
Grup:Manmeri bilong Nauru	Kategorie:Nauruer
Grup:Manmeri bilong Ostrelia	Kategorie:Australier
Grup:Vanuatu	Kategorie:Vanuatu
Grup:Korea	Kategorie:Korea
Grup:Papua Niugini	Kategorie:Papua-Neuguinea
Grup:Ol kantri long Pasifik	Kategorie:Staat in Australien und Ozeanien
Grup:Ol kantri long Not Amerika	Kategorie:Staat in Nordamerika
Grup:Ol maunten bilong Papua Niugini	Kategorie:Berg in Papua-Neuguinea
Templet:Incubator	Vorlage:Incubator
Grup:Ol Abus	Kategorie:Vielzellige Tiere
Grup:Ol kantri long Saut Amerika	Kategorie:Staat in Südamerika
Grup:Ol bokis bilong musik	Kategorie:Musikinstrument
Grup:Piano	Kategorie:Klavier
Grup:Ol kapitol bilong kantri	Kategorie:Hauptstadt
Grup:Akiolosi	Kategorie:Archäologie
Grup:Ilektrisiti	Kategorie:Elektrischer Strom
Grup:Yusa pl	Kategorie:User pl
Grup:Famili	Kategorie:Familie
Templet:Infobokis Tokples	Vorlage:Infobox Sprache
Grup:Ol kapitol bilong Not Amerika	Kategorie:Hauptstadt in Nordamerika
Grup:Ol ailan bilong Papua Niugini	Kategorie:Insel (Papua-Neuguinea)
Grup:Kalsa bilong Papua Niugini	Kategorie:Kultur (Papua-Neuguinea)
Grup:Ol kapitol bilong Yurop	Kategorie:Hauptstadt in Europa
Grup:Ol kapitol bilong Esia	Kategorie:Hauptstadt in Asien
Templet:CompactTOC	Vorlage:TOC
Templet:WAL	Vorlage:WAL
Templet:Tok-pl	Vorlage:PlS
Saina (kainkain mining)	China (Begriffsklärung)
Trojany	Trojany (Woiwodschaft Masowien)
Grup:Ol kantri long Esia	Kategorie:Staat in Asien
Grup:Ol kantri long Amerika	Kategorie:Staat in Amerika
Templet:Tok-is	Vorlage:IsS
Grup:Westen Provins	Kategorie:Western Province (Papua-Neuguinea)
Grup:Westen Hailans	Kategorie:Western Highlands Province
Grup:Bogenvil	Kategorie:Bougainville (autonome Region)
Grup:Ol kantri long Sentrel Amerika	Kategorie:Staat in Mittelamerika
Grup:Sentral Provins	Kategorie:Central Province (Papua-Neuguinea)
Grup:Is Niu Briten	Kategorie:East New Britain Province
Grup:Is Sepik	Kategorie:East Sepik Province
Grup:Isten Hailans	Kategorie:Eastern Highlands Province
Grup:Enga	Kategorie:Enga Province
Grup:Gulf	Kategorie:Gulf Province (Papua-Neuguinea)
Grup:Aialan	Kategorie:Irland (Insel)
Grup:Linux	Kategorie:Linux
Grup:Madang	Kategorie:Madang Province
Grup:Manus	Kategorie:Manus Province
Grup:Milen Be	Kategorie:Milne Bay Province
Grup:Sandaun	Kategorie:Sandaun Province
Grup:Oro	Kategorie:Oro Province
Grup:Simbu	Kategorie:Chimbu Province
Grup:Tebol bilong ol elemen	Kategorie:Periodensystem
Grup:Sauten Hailans	Kategorie:Southern Highlands Province
Grup:León provins	Kategorie:Provinz León
Grup:Valencia provins	Kategorie:Provinz Valencia
Grup:Burgos provins	Kategorie:Provinz Burgos
Grup:Ol yunit bilong taim	Kategorie:Zeiteinheit
Grup:Alicante provins	Kategorie:Provinz Alicante
Grup:Morobe	Kategorie:Morobe Province
Grup:Niu Ailan	Kategorie:New Ireland Province
Grup:Ol siti na taun bilong Brasil	Kategorie:Ort in Brasilien
Grup:Politikis long Osenia	Kategorie:Politik (Australien und Ozeanien)
Templet:EUR	Vorlage:EU
Grup:Wes Niu Briten	Kategorie:West New Britain Province
Templet:PD-textlogo	Vorlage:PD-textlogo
Grup:Yusa en-1	Kategorie:User en-1
Grup:Yusa de-1	Kategorie:User de-1
Templet:Ol taun bilong León provins	Vorlage:Navigationsleiste Gemeinden in der Provinz León
Templet:User dsb-1	Vorlage:User dsb-1
Templet:User hu-2	Vorlage:User hu-2
Templet:User th-2	Vorlage:User th-2
Templet:User tpi-1	Vorlage:User tpi-1
Templet:User hu-4	Vorlage:User hu-4
Templet:User hu-3	Vorlage:User hu-3
Templet:Cc-by-2.0-de	Vorlage:Bild-CC-by/2.0/de
Templet:User tpi-4	Vorlage:User tpi-4
Templet:User bi	Vorlage:User bi
Templet:Yunaitet Kingdom ol konstituent na afiliesion	Vorlage:Navigationsleiste Landesteile und Überseegebiete Großbritannien und Nordirland
Templet:User bi-1	Vorlage:User bi-1
Sipesol:Nupela senis	Spezial:Letzte Änderungen
