Africa	Afrika
103	103
802	802
Āhuitzotl	Fischotter
804	804
Huēyitlahtohcāyōtl in Tlanitlālpan	Königreich der Niederlande
119	119
118	118
Extremaduratlahtōlli	Extremadurische Sprache
801	801
807	807
806	806
152	152
240	240
Pipiyōlin	Westliche Honigbiene
218	218
655	655
496	496
Jaguar	Jaguar Cars
238	238
197	197
451	451
775	775
489	489
784	784
661	661
625	625
653	653
904	904
921	921
923	923
1126	1126
668	668
636	636
408	408
464	464
410	410
956	956
952	952
658	658
650	650
518	518
70	70
81	81
69	69
87	87
65	65
66	66
67	67
55	55
34	34
44	44
35	35
64	64
504	504
453	453
161	161
169	169
481	481
151	151
155	155
128	128
129	129
463	463
193	193
674	674
687	687
251	251
337	337
786	786
660	660
50	50
260	260
501	501
45	45
491	491
49	49
Ecser	Ecser
978	978
Silesiatlahtōlli	Schlesisch (polnischer Dialekt)
221	221
543	543
536	536
230	230
762	762
610	610
787	787
480	480
209	209
202	202
192	192
Zhengzhou	Zhengzhou
681	681
819	819
173	173
867	867
865	865
827	827
824	824
847	847
883	883
829	829
Mōtohtli	Präriehunde
813	813
910	910
850	850
808	808
853	853
872	872
873	873
856	856
858	858
831	831
857	857
828	828
826	826
833	833
848	848
834	834
881	881
852	852
163	163
154	154
201	201
803	803
805	805
52	52
532	532
82	82
84	84
73	73
72	72
62	62
71	71
75	75
74	74
83	83
78	78
77	77
90	90
80	80
627	627
Е	Е
456	456
91	91
190	190
109	109
53	53
270	270
688	688
452	452
795	795
465	465
778	778
846	846
830	830
404	404
908	908
896	896
897	897
927	927
63	63
555	555
571	571
86	86
401	401
890	890
533	533
264	264
Mijaíl Gorbachov	Michail Sergejewitsch Gorbatschow
99	99
415	415
483	483
469	469
462	462
459	459
466	466
402	402
761	761
780	780
675	675
689	689
774	774
759	759
758	758
350	350
782	782
760	760
785	785
783	783
767	767
766	766
211	211
232	232
204	204
188	188
98	98
894	894
891	891
602	602
628	628
892	892
601	601
672	672
682	682
821	821
Heredia, Costa Rica	Heredia
Cartago, Costa Rica	Cartago
648	648
686	686
Limón, Costa Rica	Puerto Limón
664	664
677	677
640	640
110	110
111	111
137	137
138	138
122	122
140	140
809	809
167	167
665	665
Puntarenas, Costa Rica	Puntarenas
776	776
763	763
769	769
667	667
529	529
777	777
788	788
671	671
772	772
432	432
231	231
237	237
239	239
130	130
226	226
207	207
475	475
454	454
495	495
206	206
468	468
461	461
460	460
194	194
210	210
Caracalmiztli	Karakal
225	225
311	311
220	220
541	541
642	642
390 xihuitl	390er
313	313
180	180
794	794
587	587
530	530
609	609
497	497
540	540
428	428
548	548
422	422
549	549
457	457
478	478
253	253
467	467
458	458
350 xihuitl	350er
158	158
157	157
164	164
124	124
113	113
121	121
106	106
551	551
494	494
320	320
242	242
Ё	Ё
291	291
48	48
Toloatzin	Gemeiner Stechapfel
97	97
56	56
93	93
57	57
503	503
510	510
509	509
474	474
484	484
576	576
493	493
479	479
287	287
El Alto	El Alto
407	407
485	485
547	547
546	546
544	544
537	537
535	535
502	502
527	527
508	508
Mecatl	Seil
525	525
613	613
618	618
617	617
608	608
645	645
621	621
606	606
623	623
604	604
603	603
626	626
619	619
634	634
630	630
614	614
505	505
446	446
791	791
557	557
656	656
657	657
659	659
651	651
676	676
670	670
652	652
673	673
654	654
647	647
812	812
669	669
792	792
649	649
895	895
756	756
663	663
779	779
662	662
684	684
773	773
757	757
435	435
790	790
437	437
433	433
764	764
426	426
781	781
425	425
429	429
423	423
765	765
235	235
Reinhard Bütikofer	Reinhard Bütikofer
233	233
223	223
224	224
216	216
219	219
254	254
272	272
208	208
175	175
170	170
171	171
172	172
58	58
59	59
139	139
114	114
134	134
135	135
179	179
142	142
96	96
181	181
146	146
145	145
183	183
182	182
184	184
324	324
589	589
521	521
92	92
597	597
329	329
Cracovia	Krakau
133	133
413	413
258	258
Tehuitztli	Schnabel
259	259
196	196
236	236
789	789
332	332
631	631
487	487
638	638
473	473
176	176
143	143
643	643
523	523
215	215
148	148
247	247
424	424
641	641
492	492
639	639
256	256
441	441
Garou	Garou (Sänger)
131	131
191	191
450	450
612	612
635	635
611	611
534	534
488	488
607	607
524	524
282	282
472	472
471	471
Tonantzin Guadalupe	Unsere Liebe Frau von Guadalupe
490	490
316	316
Ahtēpacholiztli	Anarchie
797	797
511	511
295	295
598	598
303	303
250	250
515	515
512	512
418	418
333	333
294	294
217	217
277	277
578	578
312	312
Tlacempōhualiztli	Addition
284	284
283	283
241	241
243	243
262	262
498	498
336	336
334	334
266	266
Māīxnāmiquiliztli	Boxen
261	261
470	470
349	349
271	271
275	275
292	292
296	296
345	345
431	431
380 xihuitl	380er
304	304
550	550
586	586
588	588
554	554
229	229
583	583
265	265
263	263
585	585
582	582
556	556
420	420
280	280
581	581
558	558
302	302
309	309
353	353
335	335
367	367
344	344
245	245
290	290
449	449
308	308
255	255
439	439
319	319
318	318
299	299
419	419
416	416
338	338
310	310
315	315
359	359
360	360
273	273
286	286
288	288
278	278
455	455
577	577
575	575
482	482
486	486
580	580
567	567
564	564
561	561
328	328
325	325
317	317
574	574
566	566
249	249
348	348
442	442
443	443
267	267
244	244
248	248
343	343
562	562
417	417
268	268
Vendatlahtōlli	Tshivenda
590	590
269	269
499	499
409	409
405	405
406	406
403	403
414	414
411	411
412	412
560	560
592	592
Cebra	Zebra
276	276
314	314
323	323
366	366
362	362
545	545
531	531
514	514
513	513
539	539
538	538
519	519
516	516
520	520
522	522
528	528
506	506
526	526
507	507
Valery Leontiev	Waleri Jakowlewitsch Leontjew
214	214
213	213
212	212
228	228
227	227
149	149
174	174
189	189
199	199
141	141
132	132
125	125
123	123
147	147
144	144
198	198
178	178
177	177
187	187
195	195
186	186
347	347
620	620
624	624
605	605
629	629
Tlālocēlōtl	Ozelot
616	616
Las Cruces, Yancuīc Mēxihco	Las Cruces
615	615
644	644
646	646
633	633
637	637
436	436
434	434
Hererotlahtōlli	Otjiherero
293	293
427	427
185	185
360 xihuitl	360er
321	321
327	327
430	430
447	447
569	569
568	568
444	444
796	796
798	798
Buon Ma Thuot	Buôn Ma Thuột
793	793
685	685
Hartford	Hartford (Connecticut)
799	799
683	683
274	274
579	579
281	281
306	306
438	438
297	297
421	421
298	298
Hawaitlahtōlli	Hawaiische Sprache
351	351
352	352
355	355
Pandatlācamāyeh	Großer Panda
Ātlācamāyeh	Eisbär
95	95
94	94
594	594
Lozitlahtōlli	Lozi (Sprache)
542	542
448	448
445	445
305	305
234	234
565	565
Otommanguetlahtōlli	Otomangue
381	381
385	385
553	553
307	307
584	584
346	346
257	257
Mayatlahtōlli	Maya-Sprachen
Tlahuītequiliztli	Blitz
285	285
591	591
Lombardotlahtōlli	Lombardische Sprache
289	289
Māitl	Hand
563	563
252	252
595	595
246	246
596	596
593	593
Mictlāmpa Sototlahtōlli	Nord-Sotho
357	357
573	573
Simón Pedro	Simon Petrus
Tel Aviv	Tel Aviv-Jaffa
Tepēitzcuintli	Paka
Izhuatl	Blatt (Pflanze)
Valparaíso	Valparaíso
Xonatlahtōlli	Shona (Sprache)
Hollywood	Hollywood
Marlon Brando	Marlon Brando
Suatitlahtōlli	Siswati
559	559
599	599
326	326
341	341
322	322
Yutanāhuatlahtōlli	Uto-aztekische Sprachen
Nathalia Dill	Nathalia Dill
Huāxyacac	Oaxaca
386	386
Tzhuanatlahtōlli	Setswana
374	374
380	380
Oxford, Oxfordshire	Oxford
136	136
Port-au-Prince	Port-au-Prince
Hutlahtōlli	Wu (Sprache)
370 xihuitl	370er
Tsongatlahtōlli	Xitsonga
Sototlahtōlli	Sesotho
Rotterdam	Rotterdam
Tlatzotzonalli	Musikinstrument
Āmōlli	Seife
Yancuīc Orleans	New Orleans
Scarlett Johansson	Scarlett Johansson
Gwyneth Paltrow	Gwyneth Paltrow
Yahualtōntli	Compact Disc
Tepozmōyōtl	Hubschrauber
382	382
342	342
373	373
372	372
1980s	1980er
J. K. Rowling	Joanne K. Rowling
Xālli	Sand
Caxtillān tlapalpopozōn	Rosen
Xācocēlōtl	Leopard
Salzburg	Salzburg
Albuquerque	Albuquerque
Yancuīc xihuitl	Neujahr
Santo Domingo	Santo Domingo
Tequixquiāc	Municipio Tequixquiac
Huēyāltepētl	Provinz
Ochonetli	Papaya
375	375
Isaac Asimov	Isaac Asimov
Trinidad, Bolivia	Trinidad (Bolivien)
Cobija	Cobija (Bolivien)
Tarixa	Tarija
1970s	1970er
2000 xiuhtin	2000er
Copacabana	Copacabana
Iglesia Ortodoxa	Orthodoxe Kirchen
Potosí	Potosí
Col	Weißkohl
Agatha Christie	Agatha Christie
Āhuacatēcatlahtōlli	Awakatekisch
Āmoxcatlahtōlli	Amuzgo-Sprache
Chatinotlahtōlli	Chatino-Sprache
Āltepētl Cuhuait	Kuwait-Stadt
Chollahtōlli	Chol-Sprache
Tezcatl	Spiegel
Oruro	Oruro
Miztli	Puma
-44	44 v. Chr.
Tēmelāhuanimeh Jehová	Zeugen Jehovas
387	387
Brad Pitt	Brad Pitt
Kia	Kia Motors
Cuextēcatlahtōlli	Huastekisch
Huitzollahtōlli	Huichol-Sprache
Cuauhtzontēcatlahtōlli	Huave
Arthur Conan Doyle	Arthur Conan Doyle
Ndebeletlahtōlli mictlāmpa	IsiNdebele
Ocēlōtl	Jaguar
1930s	1930er
1960s	1960er
1920s	1920er
Osaka	Ōsaka
Guaranitlahtōlli	Guaraní (Sprache)
Lamborghini	Lamborghini
Huāxcuahuitl	Weißkopfmimose
Emmy Rossum	Emmy Rossum
Lotus	Lotus Cars
Maserati	Maserati
Mazda	Mazda
Mercedes-Benz	Mercedes-Benz
Mitsubishi Motors	Mitsubishi Motors
Huexōtl	Weiden (Botanik)
Charles Bronson	Charles Bronson
Tlālpantli	Boden (Bodenkunde)
Hicoxcuahuitl	Echte Feige
Bridgetown	Bridgetown
Āmatlahcuilo	Schriftsteller
Siligo	Siligo
Xapon tlālolīniliztli īhuān huēyāolīniliztli īpan 2011	Tōhoku-Erdbeben 2011
Puerto Montt	Puerto Montt
Tlapatiliztōcāitl	Pronomen
Mixehtlahtōlli	Mixe-Sprache
Mazāhuahtlahtōlli	Mazahua-Sprache
Mazātēcatlahtōlli	Mazatekisch
Tzilīnitl	Vokal
Saint John	Saint John’s (Antigua und Barbuda)
Roseau	Roseau
1950s	1950er
Salta	Salta (Stadt)
Otontlahtōlli	Otomí-Sprache
Mixtēcatlahtōlli	Mixtekisch
Caxtillān quimichin	Ratten
Porto	Porto
Yōltextli	Mehl
The Lion King	Der König der Löwen
.ru	.ru
.ad	.ad
1940s	1940er
1910s	1910er
Mamut	Mammute
Mācēhualtlācatl	Indianer
Tojolaballahtōlli	Tojolabal-Sprache
Totōnacatlahtōlli	Totonakische Sprache
Ndebeletlahtōlli huitztlāmpa	Süd-Ndebele (Sprache)
Calīxtli	Tür
Michhuahcatlahtōlli	Taraskische Sprache
Raramuritlahtōlli	Tarahumara-Sprache
Tzeltallahtōlli	Tzeltal-Sprache
Tzotzillahtōlli	Tzotzil-Sprache
Tlahtohcāpilli William of Wales	William, Duke of Cambridge
Toquelau	Tokelau
Cuīcapixqui	Komponist
Ātōnahuiztli Influenza A H1N1	Schweineinfluenza
Tlāppanēcatlahtōlli	Tlapanekisch
Salvador de Bahia	Salvador (Bahia)
Mahtlāctli omōme	Zwölf
Toshirō Mifune	Toshirō Mifune
Thomas Mann	Thomas Mann
Tallahassee	Tallahassee
José Saramago	José Saramago
Pop	Popmusik
Alajuela	Alajuela
331	331
Mahtlāctli oncē	Elf
365	365
Mahtlāctli omēyi	Dreizehn
Koenigsegg	Koenigsegg Automotive
Āhuacacuahuitl	Avocado
379	379
.fi	.fi
Luiz Inácio Lula da Silva	Luiz Inácio Lula da Silva
.ae	.ae
.am	.am
.de	.de
Āmatlalcāyōtl	Schreiben
.fr	.fr
Lublin	Lublin
John Michael Talbot	John Michael Talbot
Tlālcacahuatl	Erdnuss
.af	.af
Mācuīlpōhualli	Hundert
.au	.au
Ixtezcatl	Brille
.cz	.cz
.ag	.ag
Texihuitl	Hagel
Luciano Pavarotti	Luciano Pavarotti
Mila Kunis	Mila Kunis
-43	43 v. Chr.
Campora San Giovanni	Campora San Giovanni
Bloemfontein	Bloemfontein
.at	.at
.us	.us
.es	.es
.gr	.gr
.pl	.pl
.uk	.uk
Camohtli	Süßkartoffel
Gregor Mendel	Gregor Mendel
Herta Müller	Herta Müller
Daniel Radcliffe	Daniel Radcliffe
Samurai	Samurai
-31	31 v. Chr.
Enya	Enya
.al	.al
.ar	.ar
Alexandre Dumas, père	Alexandre Dumas der Ältere
.az	.az
Xena: Warrior Princess	Xena – Die Kriegerprinzessin
Santa Fe Ānalco	Santa Fe (New Mexico)
Mahtlāctli onnāhui	Vierzehn
Caxtōlli	Fünfzehn
Caxtōlomēyi	Achtzehn
Universidad del Bío-Bío	Universität Bío-Bío
Suva	Suva
Xōlōitzcuintli	Xoloitzcuintle
Tōnēhuiliztli	Fieber
-4	4 v. Chr.
Teide	Teide
1890s	1890er
.ao	.ao
.jp	.jp
.bd	.bd
.it	.it
-8	8 v. Chr.
Ācalquīxōhuayān Caxtillān	Port of Spain
Quimichin	Mäuse
Xopaltic	Orange (Farbe)
Anquichichi	Windhund
Sochi	Sotschi
Emma Watson	Emma Watson
.bb	.bb
1800 xiuhtin	1800er
.ca	.ca
Nicolas Appert	Nicolas Appert
Eyjafjallajökull	Eyjafjallajökull
.co	.co
.ba	.ba
Penélope Cruz	Penélope Cruz
-14	14 v. Chr.
-27	27 v. Chr.
-19	19 v. Chr.
Mario Vargas Llosa	Mario Vargas Llosa
-3	3 v. Chr.
Radio Studio 54 Network	Radio Studio 54 Network
Caxtōlonnāhui	Neunzehn
Āhuacātzin	Schwalben
Xōchipaxcua	Pfingsten
.br	.br
.is	.is
.cg	.cg
Mezquentli	Hose
Mahtlācxihuitl	Jahrzehnt
.pt	.pt
Huēyāltepētl Concepción	Provinz Concepción (Chile)
Rio Grande do Sul	Rio Grande do Sul
Amazonas (Brasil)	Amazonas (Brasilien)
-6	6 v. Chr.
-34	34 v. Chr.
Ilhuicaatentli	Strand
Caxtōlomōme	Siebzehn
Amapá	Amapá
Mazātlān	Mazatlán
Manaus	Manaus
Caxtōloncē	Sechzehn
Porto Alegre	Porto Alegre
Cempōhualli	Zwanzig
Tlācatlahtohcāyōtl Sahara	Demokratische Arabische Republik Sahara
.eg	.eg
-5	5 v. Chr.
-23	23 v. Chr.
Bahia	Bahia
.se	.se
A (kana)	A (Kana)
I (kana)	I (Kana)
U (kana)	U (Kana)
E (kana)	E (Kana)
O (kana)	O (Kana)
Ka (kana)	Ka (Kana)
Jim Carrey	Jim Carrey
.bo	.bo
Julia Roberts	Julia Roberts
Ki (kana)	Ki (Kana)
Ku (kana)	Ku (Kana)
Ke (kana)	Ke (Kana)
Ko (kana)	Ko (Kana)
Sa (kana)	Sa (Kana)
Shi (kana)	Shi (Kana)
30 Seconds to Mars	30 Seconds to Mars
Su (kana)	Su (Kana)
Se (kana)	Se (Kana)
So (kana)	So (Kana)
Tacloban	Tacloban City
Ray Bradbury	Ray Bradbury
Cristina Fernández	Cristina Fernández de Kirchner
Dilma Rousseff	Dilma Rousseff
Acre	Acre (Bundesstaat)
Tecuicihtli	Krabben
Texotlaticiliztli	Chirurgie
-29	29 v. Chr.
Āltepētl Carson	Carson City
Alagoas	Alagoas
Anna Maria Jopek	Anna Maria Jopek
Frank Sinatra	Frank Sinatra
-7	7 v. Chr.
-9	9 v. Chr.
Eva Perón	Eva Perón
-32	32 v. Chr.
Opel	Opel
.mx	.mx
Porsche	Porsche
.hn	.hn
Jorge Ibargüengoitia	Jorge Ibargüengoitia
Arthur Penn	Arthur Penn
-48	48 v. Chr.
Táchira	Táchira
-26	26 v. Chr.
Apure	Apure (Bundesstaat)
Santiago ohtli	Jakobsweg
-11	11 v. Chr.
Jonathan Swift	Jonathan Swift
Calli	Gebäude
Sony	Sony
Tomīn	Münze
-16	16 v. Chr.
-35	35 v. Chr.
-13	13 v. Chr.
Īxīptlayōlmatiliztli	Kino
Franz Liszt	Franz Liszt
-17	17 v. Chr.
-24	24 v. Chr.
José Luis Rodríguez Zapatero	José Luis Rodríguez Zapatero
Federico García Lorca	Federico García Lorca
Mark Ruffalo	Mark Ruffalo
.sa	.sa
Kingstown	Kingstown
Tlanelhuatl	Wurzel (Pflanze)
Saint George	St. George’s
Julia Gillard	Julia Gillard
Haifa	Haifa
Emiliano Zapata	Emiliano Zapata
Joseph Goebbels	Joseph Goebbels
Klagenfurt	Klagenfurt am Wörthersee
Beersheba	Be’er Scheva
-50	50 v. Chr.
.jm	.jm
.pa	.pa
.pe	.pe
Talcahuano	Talcahuano
1347 Tlīltic Miquiztli	Schwarzer Tod
.nz	.nz
In ītlahpalōlōcatzin María	Ave Maria
Mirante do Vale	Mirante do Vale
Ōmpōhualli	Vierzig
Ichcatohmitl	Wolle
Huehcāuh Inglatlahtōlli	Altenglisch
Cacahuacuahuitl	Kakaobaum
Evo Morales	Evo Morales
Īpān Polonia	Flagge Polens
Sheffield	Sheffield
Nextic	Grau
Īpān Tlacetilīlli Tlahtohcāyōtl	Flagge der Vereinigten Staaten
Yama	Lama (Kamel)
Keira Knightley	Keira Knightley
Teōpixqui	Priester
Piauí	Piauí
Santiago de los Caballeros	Santiago de los Caballeros
Johnny Cash	Johnny Cash
Audrey Hepburn	Audrey Hepburn
Tlācamichin	Rundschwanzseekühe
Belo Horizonte	Belo Horizonte
Cēmpōhualmahtlāctli	Dreißig
Īpān Italia	Flagge Italiens
Calmanani	Architekt
1600 xiuhtin	1600er
Franz Ferdinand	Franz Ferdinand von Österreich-Este
Heinrich Himmler	Heinrich Himmler
Donetsk	Donezk
Caxtillān chīlli	Pfeffer
Huiquipedia:Yequihcuilōtl	Orthographie
Īpān Xapon	Flagge Japans
Īpān Francia	Flagge Frankreichs
Zacatl	Süßgräser
Manoel de Oliveira	Manoel de Oliveira
Zulia	Zulia
Barinas	Barinas (Bundesstaat)
Membrillocuahuitl	Quitte
Fresno	Fresno
Folk	Folk
Harry Potter and the Philosopher's Stone	Harry Potter und der Stein der Weisen
1700 xiuhtin	1700er
Ocomiztli	Eurasischer Luchs
Petlazolcoatl	Hundertfüßer
Fortaleza	Fortaleza
Cuāuhtohtli	Falken
Guayaquil	Guayaquil
Quetzalitztli	Smaragd
Gerhart Hauptmann	Gerhart Hauptmann
Tehuilotl	Kristall
Huitzilli	Kolibris
Xīctli	Bauchnabel
Eddie Murphy	Eddie Murphy
Azahuad	Azawad
Matt Groening	Matt Groening
Das Lied der Deutschen	Lied der Deutschen
La Plata	La Plata (Stadt)
Reese Witherspoon	Reese Witherspoon
Ciruelacuahuitl	Pflaume
1500 xiuhtin	1500er
San Fernando del Valle de Catamarca	San Fernando del Valle de Catamarca
Tepozyōllōtl	Motor
Radiohead	Radiohead
Resistencia, Argentina	Resistencia
Rawson	Rawson
Córdoba, Argentina	Córdoba (Argentinien)
Corrientes	Corrientes (Stadt)
Paraná, Argentina	Paraná (Entre Ríos)
Formosa, Argentina	Formosa (Argentinien)
Santa Rosa, Argentina	Santa Rosa de Toay
San Salvador de Jujuy	San Salvador de Jujuy
La Rioja, Argentina	La Rioja (Argentinien)
Mendoza	Mendoza (Argentinien)
Posadas	Posadas
Neuquén	Neuquén (Stadt)
Viedma	Viedma
San Juan, Argentina	San Juan (Argentinien)
Río Gallegos	Río Gallegos
San Luis, Argentina	San Luis (Argentinien)
Santa Fe, Argentina	Santa Fe (Argentinien)
Santiago del Estero	Santiago del Estero (Stadt)
Ushuaia	Ushuaia
San Miguel de Tucumán	San Miguel de Tucumán
Jörg Haider	Jörg Haider
Ford Motor Company	Ford
Coyōtl	Kojote
Jim Morrison	Jim Morrison
Ronald Golias	Ronald Golias
Quechquentli	Krawatte
Dan Castallaneta	Dan Castellaneta
Anne Brontë	Anne Brontë
GNU	GNU
1820s	1820er
Amazonas (Colombia)	Departamento de Amazonas
Heinz-Christian Strache	Heinz-Christian Strache
Francisco Pizarro	Francisco Pizarro
Huēyāltepētl Buenos Aires	Provinz Buenos Aires
Catamarca	Provinz Catamarca
Tzacuapanyan	Hafen
Tucuman	Provinz Tucumán
Chubut	Provinz Chubut
Michhuahqueh	Purépecha
Lino	Gemeiner Lein
Coldplay	Coldplay
The Hound of the Baskervilles	Der Hund von Baskerville
Coimbra	Coimbra
Tlācanēxquimilli	Gespenst
Migueltzin Huēyahtlapāleh	Michael (Erzengel)
Tlazōlli	Abfall
John Cale	John Cale
Clive Dunn	Clive Dunn
Cihtli	Echte Hasen
Tlāhuīlnāuhmecatl	E-Bass
Sonora	Sonora (Bundesstaat)
Guanajuato	Guanajuato (Bundesstaat)
Osiris	Osiris
Tlani California Huitztlāmpa	Baja California Sur
Īpān Tlanitlālpan	Flagge der Niederlande
Charles Babbage	Charles Babbage
Tlācatzinācantli	Vampir
Octavio Paz	Octavio Paz
Harry Potter and the Goblet of Fire	Harry Potter und der Feuerkelch
Īpān Austria	Flagge Österreichs
Harry Potter and the Half-Blood Prince	Harry Potter und der Halbblutprinz
Tepotzohcuacuahueh	Zebu
TVR	TVR
Televisa	Televisa
Harry Potter and the Chamber of Secrets	Harry Potter und die Kammer des Schreckens
Elfriede Jelinek	Elfriede Jelinek
Ocuilin	Würmer
Kepler-22b	Kepler-22b
Cetepētl	Eisberg
Harry Potter and the Prisoner of Azkaban	Harry Potter und der Gefangene von Askaban
Rudolf Eucken	Rudolf Eucken
Jubrān Khalīl Jubrān	Khalil Gibran
Caxtillān epazōtl	Minzen
Āyōtōchtli	Gürteltiere
Robbie Williams	Robbie Williams
339	339
340	340
354	354
356	356
358	358
361	361
363	363
364	364
368	368
369	369
370	370
371	371
Nemachiyōtīlli:Commonscat	Vorlage:Commonscat
376	376
377	377
378	378
383	383
384	384
388	388
389	389
390	390
391	391
392	392
393	393
394	394
395	395
396	396
397	397
398	398
399	399
Īpān Alemania	Flagge Deutschlands
Cēmpōhualomēyi	Dreiundzwanzig
Medellín, Colombia	Medellín
Villa Carlos Paz	Villa Carlos Paz
Kōbe	Kōbe
Hiragana	Hiragana
Cesarea de Capadocia	Kayseri
Recife	Recife
Ohohuihcan	Labyrinth
Ú	Ú
Ý	Ý
279	279
Bridgeport	Bridgeport (Connecticut)
440	440
517	517
572	572
Scottsdale, Arizona	Scottsdale
Reno	Reno (Nevada)
Aurora, Colorado	Aurora (Colorado)
Anaheim	Anaheim
Colorado Springs	Colorado Springs
Mesa, Arizona	Mesa (Arizona)
Henderson, Nevada	Henderson (Nevada)
Peer Steinbrück	Peer Steinbrück
2026	2026
Ontetocaitl	Spitzname
2025	2025
2024	2024
2023	2023
2022	2022
2021	2021
Schaan	Schaan
Hoobastank	Hoobastank
Hordaland	Hordaland
Sogn og Fjordane	Sogn og Fjordane
Tepētzallāntli Mēxihco	Tal von Mexiko
Penco	Penco
Santiago de Cali	Cali
David Wark Griffith	David Wark Griffith
William Wyler	William Wyler
Luis Buñuel	Luis Buñuel
Billy Wilder	Billy Wilder
Roman Polanski	Roman Polański
Punta Arenas	Punta Arenas
Putre	Putre
Tempe, Arizona	Tempe (Arizona)
Gaspar Fernández	Gaspar Fernandes
Nemachiyōtīlli:Taxobox	Vorlage:Taxobox
Rosario, Argentina	Rosario (Santa Fe)
Mar del Plata	Mar del Plata
Jean-Luc Godard	Jean-Luc Godard
Giovanni Pastrone	Giovanni Pastrone
Saltillo	Saltillo
Cōāhuillān Zaragoza	Coahuila
Mexicana de Aviación	Mexicana de Aviación
Acura	Acura
Ōmmalacapayīnaliztli	Fahrradfahren
Toyota	Toyota
Werner Faymann	Werner Faymann
San Mango d'Aquino	San Mango d’Aquino
Calatl	Laubfrösche (Familie)
Itztli	Obsidian
Paola, Italia	Paola (Kalabrien)
Cuenca, Ecuador	Cuenca (Ecuador)
Tamazolin	Kröten
Robert Bresson	Robert Bresson
Hayao Miyazaki	Hayao Miyazaki
Nagisa Ōshima	Nagisa Ōshima
Ж	Ж
Miguel Hidalgo	Miguel Hidalgo
Colonia del Sacramento	Colonia del Sacramento
Punta del Este	Punta del Este
Ò	Ò
Ù	Ù
Vilamoviatlahtōlli	Wilmesaurisch
Nelly Sachs	Nelly Sachs
Ollanta Humala	Ollanta Humala
Felipe Calderón	Felipe Calderón
Mauricio Funes	Mauricio Funes
Thomas de Maizière	Thomas de Maizière
Norbert Lammert	Norbert Lammert
Otto Ernst Remer	Otto Ernst Remer
Franz Josef Jung	Franz Josef Jung
Jóhanna Sigurðardóttir	Jóhanna Sigurðardóttir
Philipp Rösler	Philipp Rösler
Guido Westerwelle	Guido Westerwelle
Duran Duran	Duran Duran
Tēucyōtl Greenlee	Greenlee County
Tēucyōtl Coconino	Coconino County
Tēucyōtl Gila	Gila County
Tēucyōtl Pima	Pima County
Tēucyōtl Santa Cruz (Arizona)	Santa Cruz County (Arizona)
Tēucyōtl Maricopa	Maricopa County
Tēucyōtl Graham (Arizona)	Graham County (Arizona)
Tēucyōtl Navajo	Navajo County
Tēucyōtl Mohave	Mohave County
Tēucyōtl Yuma (Arizona)	Yuma County (Arizona)
Tēucyōtl Yavapai	Yavapai County
Tēucyōtl Pinal	Pinal County
Tlani California	Baja California (Bundesstaat)
Tēucyōtl La Paz	La Paz County
Tēucyōtl Apache	Apache County
Tēucyōtl Cochise	Cochise County
Cuitlatexohtli	Aquamarin
Āltepēmatiliztli	Urbanistik
Chiyapan	Chiapas
Veracruz de Ignacio de la Llave	Veracruz (Bundesstaat)
1150 xihuitl	1150er
Īpān Dinamarca	Flagge Dänemarks
Guerrero	Guerrero (Bundesstaat)
Yucatān	Yucatán (Bundesstaat)
Cītlalmītl	Meteorit
1030 xiuhtin	1030er
1050 xiuhtin	1050er
Constantinopla Tēpachoteōpīxqui	Ökumenischer Patriarch von Konstantinopel
Ursula von der Leyen	Ursula von der Leyen
Kristina Schröder	Kristina Schröder
Winfried Kretschmann	Winfried Kretschmann
San Francisco Campeche	Campeche (Stadt)
Chihuahhua, Chihuahhua	Chihuahua (Stadt)
Pachtitlan (āltepēcalpōlli)	Guanajuato (Stadt)
Cōlimān	Colima (Bundesstaat)
Cōlimān, Cōlimān	Colima (Stadt)
Nehnemiliztli	Reise
Erika Mann	Erika Mann
Ronald Pofalla	Ronald Pofalla
Caxtillān quetzaltōtōtl	Blauer Pfau
Norbert Röttgen	Norbert Röttgen
Sabine Leutheusser-Schnarrenberger	Sabine Leutheusser-Schnarrenberger
Peter Struck	Peter Struck
Björn Engholm	Björn Engholm
Johannes Heesters	Johannes Heesters
Daniel Bahr	Daniel Bahr
Barranquilla	Barranquilla
Dirk Niebel	Dirk Niebel
Peter Ramsauer	Peter Ramsauer
Alfred Hugenberg	Alfred Hugenberg
Harald Ringstorff	Harald Ringstorff
Peter Altmaier	Peter Altmaier
Edelgard Bulmahn	Edelgard Bulmahn
Morelos	Morelos
Manfred Stolpe	Manfred Stolpe
Hans-Peter Friedrich	Hans-Peter Friedrich
Otto Sander	Otto Sander
Mēxihco ītlācaxoxouhcāyō	Mexikanischer Unabhängigkeitskrieg
Willy Hellpach	Willy Hellpach
Michael Kühnen	Michael Kühnen
Hermann Gröhe	Hermann Gröhe
Garfield	Garfield (Comic)
Oskar Hergt	Oskar Hergt
Cueyatl	Echte Frösche (Gattung)
Futurama	Futurama
Heinz Riesenhuber	Heinz Riesenhuber
Trinidad, Colorado	Trinidad (Colorado)
Udo Pastörs	Udo Pastörs
Claudia Roth	Claudia Roth
Karl Dönitz	Karl Dönitz
Heinrich Mann	Heinrich Mann
Johann Pachelbel	Johann Pachelbel
Paul Heyse	Paul Heyse
Horst Mahler	Horst Mahler
Gregor Strasser	Gregor Strasser
Margot Honecker	Margot Honecker
