Aprika	Afrika
332 BC	332 v. Chr.
296 BC	296 v. Chr.
260 BC	260 v. Chr.
228 BC	228 v. Chr.
224 BC	224 v. Chr.
298 BC	298 v. Chr.
Federico I, Emperador ng Banal na Imperyong Romano	Friedrich I. (HRR)
Rekongkista	Reconquista
Tigdas	Masern
273 BC	273 v. Chr.
Konehilyo	Hausmeerschweinchen
Cannabis (halaman)	Hanf
261 BC	261 v. Chr.
305 BC	305 v. Chr.
387 BC	387 v. Chr.
Lalawigan ng Ardahan	Ardahan (Provinz)
Lalawigan ng Aydin	Aydın (Provinz)
Southampton	Southampton
Partido Komunista ng Unyong Sobyet	Kommunistische Partei der Sowjetunion
Huntsville, Alabama	Huntsville (Alabama)
Michoacán	Michoacán
Birmingham, Alabama	Birmingham (Alabama)
Poot	Zorn
Mobile, Alabama	Mobile (Alabama)
Isis (diyosa)	Isis
Paghihiwalay ng mga kapangyarihan	Gewaltenteilung
Kodigong Morse	Morsezeichen
J. D. Salinger	J. D. Salinger
Digmaang Sibil sa Rusya	Russischer Bürgerkrieg
Organisasyong di-pampamahalaan	Nichtregierungsorganisation
Durango	Durango (Bundesstaat)
Nayarit	Nayarit
Estado ng Puebla	Puebla (Bundesstaat)
Materyang madilim	Dunkle Materie
Akne	Akne
Bulo (bulaklak)	Pollen
335 BC	335 v. Chr.
470 BC	470 v. Chr.
211 BC	211 v. Chr.
271 BC	271 v. Chr.
290 BC	290 v. Chr.
Golpo ng Oman	Golf von Oman
Hoover, Alabama	Hoover (Alabama)
Aguascalientes	Aguascalientes (Bundesstaat)
283 BC	283 v. Chr.
284 BC	284 v. Chr.
299 BC	299 v. Chr.
Emma Goldman	Emma Goldman
Ethernet	Ethernet
60 (bilang)	Sechzig
Uranus (mitolohiya)	Uranos
Coronel Fabriciano	Coronel Fabriciano
Pako	Farne
Tamaulipas	Tamaulipas
Prepektura ng Chiba	Präfektur Chiba
Doble baho	Kontrabass
Suha	Pampelmuse
Papa Alejandro I	Alexander I. (Bischof von Rom)
Lalawigan ng Amasya	Amasya (Provinz)
Aklat ni Rut	Buch Rut
Charlize Theron	Charlize Theron
Al Capone	Al Capone
Lalawigan ng Ağrı	Ağrı (Provinz)
Soneto	Sonett
Tutubi	Großlibellen
Aloe vera	Echte Aloe
Humanidades	Humanities
Lalawigan ng Burdur	Burdur (Provinz)
Kenzaburō Ōe	Kenzaburō Ōe
Aklat ni Daniel	Buch Daniel
Hipon	Caridea
341 BC	341 v. Chr.
291 BC	291 v. Chr.
343 BC	343 v. Chr.
349 BC	349 v. Chr.
Pan (hayop)	Schimpansen
308 BC	308 v. Chr.
292 BC	292 v. Chr.
380 BC	380 v. Chr.
267 BC	267 v. Chr.
339 BC	339 v. Chr.
338 BC	338 v. Chr.
294 BC	294 v. Chr.
302 BC	302 v. Chr.
214 BC	214 v. Chr.
328 BC	328 v. Chr.
Sampalok	Tamarindenbaum
Ilog Ural	Ural (Fluss)
Quintana Roo	Quintana Roo (Bundesstaat)
Sinaloa	Sinaloa
Zacatecas	Zacatecas (Bundesstaat)
Biyola	Bratsche
Martin Frobisher	Martin Frobisher
Forbidden City	Verbotene Stadt
Digmaang Sibil ng Ingles	Englischer Bürgerkrieg
Bundok Olympus	Olymp
Unang Sulat sa mga taga-Corinto	1. Brief des Paulus an die Korinther
07 Ghost	07-Ghost
Lalawigan ng Batman	Batman (Provinz)
Isdantuko	Walhai
Perikles	Perikles
Julianne Moore	Julianne Moore
Nelly Furtado	Nelly Furtado
Prepektura ng Aichi	Präfektur Aichi
Papa Anacleto	Anaklet
Appignano	Appignano
Patna, India	Patna
Gavrilo Princip	Gavrilo Princip
Papa Julio II	Julius II.
Shreveport, Louisiana	Shreveport
Okra	Okra
Acerno	Acerno
Agropoli	Agropoli
Albanella	Albanella
Van Province	Van (Provinz)
Alfano	Alfano (Kampanien)
Altavilla Silentina	Altavilla Silentina
Amalfi	Amalfi
Angri	Angri
Aquara	Aquara
Ascea	Ascea
Gondwana	Gondwana
Asosiyatibong array	Assoziatives Datenfeld
Atena Lucana	Atena Lucana
Atrani	Atrani
Auletta	Auletta (Kampanien)
Papa Higinio	Hyginus (Bischof von Rom)
370 BC	370 v. Chr.
Bellizzi	Bellizzi
Bellosguardo	Bellosguardo
Bracigliano	Bracigliano
219 BC	219 v. Chr.
479 BC	479 v. Chr.
Buonabitacolo	Buonabitacolo
Haplogrupo	Haplogruppe
Imperyong Espanyol	Spanisches Kolonialreich
Caggiano	Caggiano (Kampanien)
358 BC	358 v. Chr.
Calvanico	Calvanico
Camerota	Camerota
329 BC	329 v. Chr.
Allele	Allel
Tenzing Norgay	Tenzing Norgay
Campagna	Campagna (Kampanien)
Charlton Heston	Charlton Heston
Capaccio	Capaccio
Casal Velino	Casal Velino
Casalbuono	Casalbuono
Casaletto Spartano	Casaletto Spartano
Lee Min Ho	Lee Min-ho
Caselle in Pittari	Caselle in Pittari
Castel San Giorgio	Castel San Giorgio
Castel San Lorenzo	Castel San Lorenzo
Castelcivita	Castelcivita
Castelnuovo Cilento	Castelnuovo Cilento
Sputnik 1	Sputnik 1
Harry Potter and the Order of the Phoenix	Harry Potter und der Orden des Phönix
Anne Boleyn	Anne Boleyn
Castelnuovo di Conza	Castelnuovo di Conza
Integrated circuit	Integrierter Schaltkreis
Castiglione del Genovesi	Castiglione del Genovesi
Sobrenatural	Supranaturalismus
307 BC	307 v. Chr.
Celle di Bulgheria	Celle di Bulgheria
334 BC	334 v. Chr.
Centola	Centola
Ceraso	Ceraso
Azumanga Daioh	Azumanga Daioh
Cicerale	Cicerale
Conca dei Marini	Conca dei Marini
Controne	Controne
Contursi Terme	Contursi Terme
Corbara	Corbara (Kampanien)
Corleto Monforte	Corleto Monforte
Pakikidigmang gerilya	Guerilla
Cuccaro Vetere	Cuccaro Vetere
Hidalgo (Mehiko)	Hidalgo (Bundesstaat)
Campeche	Campeche (Bundesstaat)
Tabasco	Tabasco (Bundesstaat)
Trahedya	Tragödie
Eboli	Eboli (Kampanien)
John Travolta	John Travolta
Felitto	Felitto
Fisciano	Fisciano
Furore	Furore (Kampanien)
Panthera tigris tigris	Königstiger
Futani	Futani
Svante Arrhenius	Svante Arrhenius
Giffoni Sei Casali	Giffoni Sei Casali
Giffoni Valle Piana	Giffoni Valle Piana
Gioi	Gioi
Cate Blanchett	Cate Blanchett
Nihilismo	Nihilismus
Giungano	Giungano
Agahan	Frühstück
Prinsipe Philip, Duke ng Edinburgh	Philip, Duke of Edinburgh
Santa Brigida de Irlanda	Brigida von Kildare
Bhopal	Bhopal
Sopwer Inhenyeriya	Softwaretechnik
Adulto	Erwachsener
Laureana Cilento	Laureana Cilento
Laurino	Laurino
Laviano	Laviano
Sayusay	Rhetorik
Magliano Vetere	Magliano Vetere
Maiori	Maiori
Hudas Iskariote	Judas Ischariot
Monterrey	Monterrey
Pagpapaulit-ulit ng tubig	Wasserkreislauf
Mercato San Severino	Mercato San Severino
Moio della Civitella	Moio della Civitella
Montano Antilia	Montano Antilia
Monte San Giacomo	Monte San Giacomo
Kalihim-Heneral ng Mga Bansang Nagkakaisa	Generalsekretär der Vereinten Nationen
Montecorvino Pugliano	Montecorvino Pugliano
Montecorvino Rovella	Montecorvino Rovella
Monteforte Cilento	Monteforte Cilento
Henri Poincaré	Henri Poincaré
Montesano sulla Marcellana	Montesano sulla Marcellana
Morigerati	Morigerati
Manchuria	Mandschurei
304 BC	304 v. Chr.
Novi Velia	Novi Velia
348 BC	348 v. Chr.
Ogliastro Cilento	Ogliastro Cilento
Olevano sul Tusciano	Olevano sul Tusciano
309 BC	309 v. Chr.
Oliveto Citra	Oliveto Citra
Omignano	Omignano
Polimero	Polymer
Orria	Orria
342 BC	342 v. Chr.
Ottati	Ottati
303 BC	303 v. Chr.
364 BC	364 v. Chr.
268 BC	268 v. Chr.
469 BC	469 v. Chr.
Pisikang nukleyar	Kernphysik
278 BC	278 v. Chr.
286 BC	286 v. Chr.
Aklat ng mga Hukom	Buch der Richter
Karl Popper	Karl Popper
Padula	Padula
390 BC	390 v. Chr.
Palomonte	Palomonte
Pellezzano	Pellezzano
274 BC	274 v. Chr.
Perdifumo	Perdifumo
Perito	Perito
Akre (sukat)	Acre
Pertosa	Pertosa
289 BC	289 v. Chr.
272 BC	272 v. Chr.
Piaggine	Piaggine
Harrison Ford	Harrison Ford
Pisciotta	Pisciotta
Polla	Polla
Pontecagnano Faiano	Pontecagnano Faiano
Postiglione	Postiglione
Praiano	Praiano
Garbansos	Kichererbse
Acapulco	Acapulco
Alkeno	Alkene
Noe	Noach
Ravello	Ravello
Ricigliano	Ricigliano
Walt Whitman	Walt Whitman
Roccadaspide	Roccadaspide
Roccagloriosa	Roccagloriosa
Aldous Huxley	Aldous Huxley
Roccapiemonte	Roccapiemonte
Rofrano	Rofrano
Angstrom	Ångström (Einheit)
Romagnano al Monte	Romagnano al Monte
Roscigno	Roscigno
Sacco	Sacco (Kampanien)
Sala Consilina	Sala Consilina
Levant	Levante
Salvitelle	Salvitelle
Dagat Keltiko	Keltische See
Charles I ng Inglatera	Karl I. (England)
Kimi ga Yo	Kimi Ga Yo
San Cipriano Picentino	San Cipriano Picentino
San Gregorio Magno	San Gregorio Magno (Kampanien)
Digmaang Sibil ng Libya	Bürgerkrieg in Libyen (2011)
Konya Province	Konya (Provinz)
San Mango Piemonte	San Mango Piemonte
San Marzano sul Sarno	San Marzano sul Sarno
San Mauro Cilento	San Mauro Cilento
Pascal (wikang pamprograma)	Pascal (Programmiersprache)
San Mauro la Bruca	San Mauro la Bruca
San Pietro al Tanagro	San Pietro al Tanagro
San Rufo	San Rufo
Lambak ng Great Rift	Großer Afrikanischer Grabenbruch
San Valentino Torio	San Valentino Torio
Sant'Angelo a Fasanella	Sant’Angelo a Fasanella
Sant'Arsenio	Sant’Arsenio
Sant'Egidio del Monte Albino	Sant’Egidio del Monte Albino
Santomenna	Santomenna
Papa Sixto I	Sixtus I.
Papa Telesforo	Telesphorus
Sanza	Sanza
Sapri	Sapri
Sarno	Sarno (Kampanien)
Sassano	Sassano
Akasya	Acacia
Asasinasyon	Attentat
Serramezzana	Serramezzana
The Da Vinci Code	Sakrileg (Roman)
314 BC	314 v. Chr.
Sessa Cilento	Sessa Cilento
344 BC	344 v. Chr.
Sicignano degli Alburni	Sicignano degli Alburni
325 BC	325 v. Chr.
429 BC	429 v. Chr.
Pinggang Petri	Petrischale
Charles-Augustin de Coulomb	Charles Augustin de Coulomb
Silesya	Schlesien
Baso	Trinkglas
Teggiano	Teggiano
Torchiara	Torchiara
Murasaki Shikibu	Murasaki Shikibu
Torraca	Torraca
Mithiing Pangkaunlaran ng Milenyo	Millenniums-Entwicklungsziele
Salamangka (mahiya)	Magie
Torre Orsaia	Torre Orsaia
Tortorella	Tortorella
Tramonti (SA)	Tramonti
Trentinara	Trentinara
Valle dell'Angelo	Valle dell’Angelo
Akhenaten	Echnaton
Higad	Raupe (Schmetterling)
319 BC	319 v. Chr.
337 BC	337 v. Chr.
265 BC	265 v. Chr.
269 BC	269 v. Chr.
Prepektura ng Akita	Präfektur Akita
Anak-araw	Albinismus
Karniboro	Fleischfresser
Hiribniya ng Ukranya	Hrywnja
Pusit	Kalmare
Konpederadong mga Estado ng Amerika	Konföderierte Staaten von Amerika
Kirot	Schmerz
Kubyertos	Essbesteck
Arkanghel Gabriel	Gabriel (Erzengel)
Sampaga	Jasminum
Sungay	Horn
Bahagi ng pananalita	Wortart
Tales of the Abyss	Tales of the Abyss
NASDAQ	NASDAQ
Tiro, Lebanon	Tyros
John Keats	John Keats
Lalawigan ng Bolu	Bolu (Provinz)
Lalawigan ng Denizli	Denizli (Provinz)
Estado ng Mehiko	México (Bundesstaat)
Lalawigan ng A Coruña	Provinz A Coruña
Jean-Baptiste Lamarck	Jean-Baptiste de Lamarck
Kapantayan ng lakas ng pagbili	Kaufkraftparität
301 BC	301 v. Chr.
400 BC	400 v. Chr.
359 BC	359 v. Chr.
450 BC	450 v. Chr.
Mata Hari	Mata Hari
Cliff Richard	Cliff Richard
Haplorhini	Trockennasenprimaten
Strepsirrhini	Feuchtnasenprimaten
263 BC	263 v. Chr.
262 BC	262 v. Chr.
306 BC	306 v. Chr.
266 BC	266 v. Chr.
318 BC	318 v. Chr.
277 BC	277 v. Chr.
Henri de Toulouse-Lautrec	Henri de Toulouse-Lautrec
Barotac Viejo, Iloilo	Barotac Viejo
Tigbauan, Iloilo	Tigbauan
Barotac Nuevo, Iloilo	Barotac Nuevo
Estancia, Iloilo	Estancia (Iloilo)
Latrodectus hasselti	Rotrückenspinne
Gansa (anser)	Echte Gänse
Janiuay, Iloilo	Janiuay
Alhebrang linyar	Lineare Algebra
Kiskisan	Reibung
Lepton	Lepton
Tierra del Fuego	Feuerland
Disenyo	Design
Mga comune ng Lalawigan ng Florence	Bagno a Ripoli
Barberino Val d'Elsa	Barberino Val d’Elsa
Barberino di Mugello	Barberino di Mugello
Borgo San Lorenzo	Borgo San Lorenzo
Bantas	Interpunktion
313 BC	313 v. Chr.
311 BC	311 v. Chr.
Calenzano	Calenzano
Presyon ng dugo	Blutdruck
Feria del Sol (Mérida)	Feria del Sol
Maria I ng Inglatera	Maria I. (England)
Tlaxcala	Tlaxcala (Bundesstaat)
Baba	Kinn
Geisha	Geisha
Aineias	Aeneas
Iskaner	Scanner (Datenerfassung)
Kanji	Kanji
Rehiyon	Region
Pangalan	Name
Taluktok	Zenit (Richtungsangabe)
Akustika	Akustik
Kaugalian	Tradition
Socotra	Sokotra (Insel)
Panahon ng Kuwaresma	Fastenzeit
Vaglia	Vaglia
Vicchio	Vicchio
Vinci, Tuscany	Vinci (Toskana)
Claude Henri de Rouvroy, comte de Saint-Simon	Henri de Saint-Simon
Katakana	Katakana
315 BC	315 v. Chr.
Pierre de Coubertin	Pierre de Coubertin
Adbiyento	Advent
Papa Gregorio XIII	Gregor XIII.
Demensiya	Demenz
Neurolohiya	Neurologie
Heksagon	Sechseck
Operasyong Barbarossa	Unternehmen Barbarossa
Matelica	Matelica
Toreng Petronas	Petronas Towers
Mogliano	Mogliano
Leicester	Leicester
Sakarya Province	Sakarya
Monte Cavallo	Monte Cavallo (Marken)
Lalawigan ng Aksaray	Aksaray (Provinz)
Kars Province	Kars (Provinz)
Diyarbakır Province	Diyarbakır (Provinz)
Monte San Giusto	Monte San Giusto
Digmaang Sobyet sa Afghanistan	Sowjetische Intervention in Afghanistan
Batong pingkian	Feuerstein
Monte San Martino	Monte San Martino
Abatar (termino)	Avatara
Kabute	Fruchtkörper
Montecassiano	Montecassiano
Taipei 101	Taipei 101
Edirne Province	Edirne (Provinz)
Montecosaro	Montecosaro
316 BC	316 v. Chr.
327 BC	327 v. Chr.
362 BC	362 v. Chr.
Montefano	Montefano
405 BC	405 v. Chr.
Montelupone	Montelupone
Kamoteng-kahoy	Maniok
Morrovalle	Morrovalle
366 BC	366 v. Chr.
389 BC	389 v. Chr.
Muccia	Muccia
317 BC	317 v. Chr.
361 BC	361 v. Chr.
363 BC	363 v. Chr.
346 BC	346 v. Chr.
Pormulang kemikal	Chemische Formel
Batas ni Coulomb	Coulombsches Gesetz
Jean Cocteau	Jean Cocteau
Papa Clemente VII	Clemens VII. (Papst)
Prometeo	Prometheus
Charlotte's Web 2: Wilbur's Great Adventure	Schweinchen Wilburs großes Abenteuer
Srinivasa Ramanujan	S. Ramanujan
East India Company	Britische Ostindien-Kompanie
Moskada	Muskatnuss
Bubong	Dach
Aparatong Golgi	Golgi-Apparat
Horisontal na paglipat ng gene	Horizontaler Gentransfer
Romeo at Julieta	Romeo und Julia
Antimaterya	Antimaterie
Papa Pio I	Pius I.
Sentauro	Kentaur
Triyumbirado	Triumvirat
Epektong potoelektriko	Photoelektrischer Effekt
Mesosoiko	Mesozoikum
Asklepios	Asklepios
Labanan ng Hastings	Schlacht bei Hastings
Penna San Giovanni	Penna San Giovanni
Jacques-Yves Cousteau	Jacques-Yves Cousteau
Horatio Nelson	Horatio Nelson, 1. Viscount Nelson
Lalawigan ng Bitlis	Bitlis (Provinz)
Galilea	Galiläa
Mopeta	Skunks
357 BC	357 v. Chr.
376 BC	376 v. Chr.
382 BC	382 v. Chr.
413 BC	413 v. Chr.
430 BC	430 v. Chr.
365 BC	365 v. Chr.
367 BC	367 v. Chr.
Grand Theft Auto: San Andreas	Grand Theft Auto: San Andreas
Krimen	Verbrechen
Prepektura ng Ibaraki	Präfektur Ibaraki
Hatay Province	Hatay (Provinz)
Petriolo	Petriolo
SpongeBob SquarePants	SpongeBob Schwammkopf
Selena Gomez	Selena Gomez
John Strutt, 3rd Baron Rayleigh	John William Strutt, 3. Baron Rayleigh
Pieve Torina	Pieve Torina
Johan Strauss II	Johann Strauss (Sohn)
Guru Nanak Dev	Nanak Dev
Louis de Broglie	Louis de Broglie
James D. Watson	James Watson
Robin Williams	Robin Williams
Volchansk	Woltschansk
Pievebovigliana	Pievebovigliana
Lalawigan ng Bartın	Bartın (Provinz)
Pioraco	Pioraco
Pagtutuli	Zirkumzision
Poggio San Vicino	Poggio San Vicino
Pollenza	Pollenza
Mineralohiya	Mineralogie
385 BC	385 v. Chr.
Porto Recanati	Porto Recanati
Kasunduang Schengen	Schengener Abkommen
Origami	Origami
Potenza Picena	Potenza Picena
James Dean	James Dean
Recanati	Recanati
Jeans	Jeans
Behetaryanismo	Vegetarismus
Ripe San Ginesio	Ripe San Ginesio
Tanakh	Tanach
San Ginesio	San Ginesio
Windows 95	Microsoft Windows 95
Seismolohiya	Seismologie
Bolshevik	Bolschewiki
Eleanor Roosevelt	Eleanor Roosevelt
Pabrika	Fabrik
Spartacus	Spartacus
354 BC	354 v. Chr.
475 BC	475 v. Chr.
396 BC	396 v. Chr.
355 BC	355 v. Chr.
Avesta	Avesta
Paracelsus	Paracelsus
Batong-hiyas	Schmuckstein
Country (musika)	Country-Musik
Heneral	General
Eupemismo	Euphemismus
Salungo	Seeigel
Anthony Quinn	Anthony Quinn
Gary Oldman	Gary Oldman
Katalinuhan	Intelligenz
Bubalus	Asiatische Büffel
Isabel Allende	Isabel Allende
AutoCAD	AutoCAD
Asger Jorn	Asger Jorn
Inhinyeriyang pangkimika	Chemieingenieurwesen
Pag-aaral sa tahanan	Hausunterricht
Lansangan	Verkehrsweg
Mad Hatter (komiks)	Mad Hatter (Comicfigur)
Jahangir	Jahangir
Shah Jahan	Shah Jahan
Kawalan ng pang-itaas	Oben ohne
Aklat-pampaaralan	Lehrbuch
Savannah, Georgia	Savannah (Georgia)
Orange Cove, Kaliporniya	Orange Cove
Tipaklong	Kurzfühlerschrecken
Arianismo	Arianismus
Ebolusyon ng tao	Stammesgeschichte des Menschen
Kaharian ng Masedonya	Makedonien (antikes Königreich)
Kocaeli Province	Kocaeli (Provinz)
Asherah	Aschera
Danny Phantom	Danny Phantom
Horus	Horus
Maximiliano I ng Mehiko	Maximilian I. (Mexiko)
Ludwig Boltzmann	Ludwig Boltzmann
Martin Buber	Martin Buber
Oskar Werner	Oskar Werner
Sistemang panlangit ng mga koordinato	Astronomische Koordinatensysteme
Paliparang Pandaigdig ng Ninoy Aquino	Ninoy Aquino International Airport
Komae, Tokyo	Komae
Mga salin ng Bibliya	Bibelübersetzung
Manuskrito	Manuskript
Tala ng mga pariralang Latin	Liste lateinischer Phrasen
Papa Shenouda III	Schenuda III.
Emperatris Michiko	Michiko
Polandball	Polandball
Toreng Martello	Martello-Turm
Erwin Wilhelm Mueller	Erwin Wilhelm Müller
2001 Nights	To – A Space Fantasy
20th Century Boys	20th Century Boys
Appleseed	Appleseed
Aria (manga)	Aqua (Manga)
Blame!	Blame!
Changchun	Changchun
DNA²	DNA²
Vision of Escaflowne	The Vision of Escaflowne
London, Ontario	London (Ontario)
Padron:Cite book	Vorlage:Literatur
FLCL	FLCL
Galaxy Express 999	Ginga Tetsudō 999
John McCarthy (siyentipiko ng kompyuter)	John McCarthy
Alonzo Church	Alonzo Church
Claude Shannon	Claude Elwood Shannon
Subhash Kak	Subhash Kak
William Harvey	William Harvey
Langis ng oliba	Olivenöl
Milan Kundera	Milan Kundera
Imperyong Seleucid	Seleukidenreich
Ehud Olmert	Ehud Olmert
Hilary Swank	Hilary Swank
Itlog	Hühnerei
Diborsiyo	Scheidung
Seksismo	Sexismus
Emu	Großer Emu
Hakkâri Province	Hakkâri (Provinz)
Kontrata	Vertrag
Kodigo ni Hammurabi	Codex Hammurapi
Juan Perón	Juan Perón
Percy Bysshe Shelley	Percy Bysshe Shelley
Bessie Smith	Bessie Smith
Oradea	Oradea
O Canada	O Canada
Vizcaya	Bizkaia
J. Loschmidt	Johann Josef Loschmidt
Lotte Lenya	Lotte Lenya
Christopher Paolini	Christopher Paolini
Novokuznetsk	Nowokusnezk
Gary Cooper	Gary Cooper
James Cagney	James Cagney
Jack Lemmon	Jack Lemmon
Rose Marie	Rose Marie (Schauspielerin)
Matamis sa bao	Kaya (Brotaufstrich)
San Severino Marche	San Severino Marche
Sant'Angelo in Pontano	Sant’Angelo in Pontano
Sarnano	Sarnano
Sefro	Sefro
Serravalle di Chienti	Serravalle di Chienti
Tolentino	Tolentino
Treia	Treia (Marken)
Urbisaglia	Urbisaglia
Ussita	Ussita
Visso	Visso
Karl Malden	Karl Malden
William Holden	William Holden
Shirley MacLaine	Shirley MacLaine
Warren Beatty	Warren Beatty
Saikano	She, The Ultimate Weapon
Diceros bicornis	Spitzmaulnashorn
Serrapetrona	Serrapetrona
Naberezhnyye Chelny	Nabereschnyje Tschelny
James Caan	James Caan
Nausicaä of the Valley of the Wind (manga)	Nausicaä aus dem Tal der Winde (Manga)
Tim Robbins	Tim Robbins
Adrara San Martino	Adrara San Martino
Adrara San Rocco	Adrara San Rocco
Albano Sant'Alessandro	Albano Sant’Alessandro
Jane Wyman	Jane Wyman
Algua	Algua
Almenno San Bartolomeo	Almenno San Bartolomeo
Almenno San Salvatore	Almenno San Salvatore
Planetes	Planetes
Almè	Almè
Alzano Lombardo	Alzano Lombardo
Ambivere	Ambivere
Antegnate	Antegnate
Arcene	Arcene
RahXephon	RahXephon
Ardesio	Ardesio
Arzago d'Adda	Arzago d’Adda
Averara	Averara
Aviatico	Aviatico
Azzano San Paolo	Azzano San Paolo
Azzone	Azzone
Silent Möbius	Silent Möbius
Magnitogorsk	Magnitogorsk
Nizhny Tagil	Nischni Tagil
Volzhsky, Volgograd Oblast	Wolschski
Mga Pagpoprotesta sa Liwasan ng Tiananmen noong 1989	Tian’anmen-Massaker
Bagnatica	Bagnatica
Barbata	Barbata
Bariano	Bariano
Barzana	Barzana
Bedulita	Bedulita
Berbenno	Berbenno
Berzo San Fermo	Berzo San Fermo
Bianzano	Bianzano
Blello	Blello
Bolgare	Bolgare
Boltiere	Boltiere
Bonate Sopra	Bonate Sopra
Bonate Sotto	Bonate Sotto
Borgo di Terzo	Borgo di Terzo
Bossico	Bossico
Bottanuco	Bottanuco
Bracca	Bracca
Branzi	Branzi
Brembate	Brembate
Brembate di Sopra	Brembate di Sopra
Brembilla	Brembilla
Brignano Gera d'Adda	Brignano Gera d’Adda
Brumano	Brumano
Brusaporto	Brusaporto
Calcinate	Calcinate
Calcio	Calcio (Lombardei)
Calusco d'Adda	Calusco d’Adda
Calvenzano	Calvenzano
Camerata Cornello	Camerata Cornello
Canonica d'Adda	Canonica d’Adda
Capizzone	Capizzone
Capriate San Gervasio	Capriate San Gervasio
Caprino Bergamasco	Caprino Bergamasco
Caravaggio, Lombardy	Caravaggio (Lombardei)
Carobbio degli Angeli	Carobbio degli Angeli
Carona, Lombardy	Carona (Lombardei)
Carvico	Carvico
Casazza	Casazza
Casirate d'Adda	Casirate d’Adda
Eutanasya	Sterbehilfe
Casnigo	Casnigo
Cassiglio	Cassiglio
Castel Rozzone	Castel Rozzone
Orkney	Orkney
Castelli Calepio	Castelli Calepio
Castione della Presolana	Castione della Presolana
Castro, Lombardy	Castro (Lombardei)
Cavernago	Cavernago
Cazzano Sant'Andrea	Cazzano Sant’Andrea
Archaeopteryx	Archaeopteryx
Cenate Sopra	Cenate Sopra
Cenate Sotto	Cenate Sotto
Cene	Cene
Cerete	Cerete
Chignolo d'Isola	Chignolo d’Isola
Chiuduno	Chiuduno
Cisano Bergamasco	Cisano Bergamasco
Ciserano	Ciserano
Cividate al Piano	Cividate al Piano
Clusone	Clusone
Colere	Colere
Cologno al Serio	Cologno al Serio
Colzate	Colzate
Comun Nuovo	Comun Nuovo
Corna Imagna	Corna Imagna
Cornalba	Cornalba
Cortenuova	Cortenuova
Costa Valle Imagna	Costa Valle Imagna
Costa Volpino	Costa Volpino
Costa di Mezzate	Costa di Mezzate
Costa di Serina	Costa Serina
Covo	Covo
Larry Hagman	Larry Hagman
Curno	Curno
Cusio, Lombardy	Cusio (Lombardei)
Fred Astaire	Fred Astaire
Rachel Carson	Rachel Carson
Dalmine	Dalmine
Dossena	Dossena (Lombardei)
Endine Gaiano	Endine Gaiano
Entratico	Entratico
Fara Gera d'Adda	Fara Gera d’Adda
Fara Olivana con Sola	Fara Olivana con Sola
Filago	Filago (Lombardei)
Fino del Monte	Fino del Monte
Bahá'u'lláh	Baha'ullah
Fiorano al Serio	Fiorano al Serio
Fontanella, Lombardy	Fontanella (Lombardei)
Fonteno	Fonteno
Kabagungtauhan	Pubertät
Foppolo	Foppolo
Katuturan	Definition
Foresto Sparso	Foresto Sparso
Fornovo San Giovanni	Fornovo San Giovanni
Fuipiano Valle Imagna	Fuipiano Valle Imagna
Papa Eleuterio	Eleutherus
Gandellino	Gandellino
Gandino	Gandino
Gandosso	Gandosso
Gaverina Terme	Gaverina Terme
Gazzaniga	Gazzaniga (Lombardei)
Gerosa	Gerosa (Lombardei)
Ghisalba	Ghisalba
Gorlago	Gorlago
Gorle	Gorle
Gorno	Gorno
Grassobbio	Grassobbio
Gromo	Gromo
Grone	Grone (Lombardei)
Grumello del Monte	Grumello del Monte
Isola di Fondra	Isola di Fondra
Isso, Lombardy	Isso (Lombardei)
Lallio	Lallio
Leffe, Lombardy	Leffe
Lenna, Lombardy	Lenna (Lombardei)
Levate	Levate (Lombardei)
Locatello	Locatello
Lovere	Lovere
Lurano	Lurano
Luzzana	Luzzana
Madone	Madone
Mapello	Mapello
Martinengo	Martinengo
Medolago	Medolago
Mezzoldo	Mezzoldo
Misano di Gera d'Adda	Misano di Gera d’Adda
Moio de' Calvi	Moio de’ Calvi
Monasterolo del Castello	Monasterolo del Castello
Montello, Lombardy	Montello
Newport	Newport (Gwent)
Morengo	Morengo
Mornico al Serio	Mornico al Serio
Mozzanica	Mozzanica
Mozzo	Mozzo
Papa Inocencio X	Innozenz X.
Nembro	Nembro
Papa Sotero	Soterus
Papa Inocencio XI	Innozenz XI.
Olmo al Brembo	Olmo al Brembo
Papa Alejandro VIII	Alexander VIII.
Oltre il Colle	Oltre il Colle
Oltressenda Alta	Oltressenda Alta
Oneta, Lombardy	Oneta (Lombardei)
Onore	Onore (Lombardei)
Papa Ceferino	Zephyrinus
Orio al Serio	Orio al Serio
Ornica	Ornica
Panerosoiko	Phanerozoikum
Osio Sopra	Osio Sopra
Osio Sotto	Osio Sotto
Tartarus	Tartaros
Inhinyeriyang mekanikal	Maschinenbau
Pagazzano	Pagazzano
Paladina	Paladina
Palazzago	Palazzago
Palosco	Palosco
Homo erectus	Homo erectus
Parre	Parre
Parzanica	Parzanica
Pedrengo	Pedrengo
Homo habilis	Homo habilis
Peia	Peia
Pianico	Pianico
Piario	Piario
Piazza Brembana	Piazza Brembana
Bilang na pangmasa	Massenzahl
Piazzatorre	Piazzatorre
Piazzolo	Piazzolo
Pognano	Pognano
Ponte Nossa	Ponte Nossa
Ponte San Pietro	Ponte San Pietro
Ponteranica	Ponteranica
Papa Pablo IV	Paul IV.
