Afrik	Afrika
Hans Fitting	Hans Fitting (Mathematiker)
Hanna Neumann	Hanna Neumann
Bernhard Neumann	Bernhard Neumann (Mathematiker)
Paul Koebe	Paul Koebe
Refraksyon	Brechung (Physik)
Motè elektrik	Elektromotor
Johann Faulhaber	Johannes Faulhaber
Günter Ziegler	Günter Ziegler
Karl Christian von Langsdorf	Karl Christian von Langsdorf
Issai Schur	Issai Schur
Paul Stäckel	Paul Stäckel
Philipp Nicodemus Frischlin	Nicodemus Frischlin
Ernst Brüche	Ernst Brüche
Kurt Friedrichs	Kurt Friedrichs
Oskar Anderson	Oskar Anderson
Kurt Heegner	Kurt Heegner
Konrad Knopp	Konrad Knopp
Nikolaus Riehl	Nikolaus Riehl
Carl Hierholzer	Carl Hierholzer
Christian Zeller	Christian Zeller
Jakob Rosanes	Jacob Rosanes
Johann Jacob Zimmermann	Johann Jacob Zimmermann
Wolfgang Heinrich Johannes Fuchs	Wolfgang Fuchs (Mathematiker)
Christian Ludwig Gerling	Christian Ludwig Gerling (1788–1864)
Karl Hessenberg	Karl Hessenberg
Heinrich Scherk	Heinrich Ferdinand Scherk
Paul Lorenzen	Paul Lorenzen
Paul Epstein	Paul Epstein (Mathematiker)
Bernd Sturmfels	Bernd Sturmfels
Georg Hamel	Georg Hamel
Arthur Wieferich	Arthur Wieferich
Carl de Boor	Carl de Boor (Mathematiker)
August Krönig	August Karl Krönig
Reinhold Remmert	Reinhold Remmert
Heinrich Brandt	Heinrich Brandt (Mathematiker)
Johann Gottlieb Nörremberg	Johann Gottlieb Nörrenberg
Wilhelm Magnus	Hans Heinrich Wilhelm Magnus
Peter Crüger	Peter Crüger
Erhard Weigel	Erhard Weigel
Gustav Herglotz	Gustav Herglotz
Theodor Molien	Theodor Molien
Thomas Körner	Thomas William Körner
Menlo Park, Kalifòni	Menlo Park
Trinidad, Kolorado	Trinidad (Colorado)
Butler (Alabama)	Butler (Alabama)
Rejyon montaye	Hochebene
Pierre de Fermat	Pierre de Fermat
Michael Maestlin	Michael Mästlin
Herbert Seifert	Herbert Seifert
Friedrich Bessel	Friedrich Wilhelm Bessel
Serebwòm	Telencephalon
Felix Hausdorff	Felix Hausdorff
Johannes Werner	Johannes Werner
Günter Hotz	Günter Hotz
Ernst Karl Abbe	Ernst Abbe
Adam Olearius	Adam Olearius
Regiomontanus	Regiomontanus
Leopold Kronecker	Leopold Kronecker
Georg Cantor	Georg Cantor
Efè Doppler	Doppler-Effekt
Wolfgang Ketterle	Wolfgang Ketterle
Sistèm oktal	Oktalsystem
Walther Bothe	Walther Bothe
Tant (fanmi)	Tante
Richard Dedekind	Richard Dedekind
Tonton	Onkel
Carl Gustav Jacob Jacobi	Carl Gustav Jacob Jacobi
Manfred Eigen	Manfred Eigen
Felix Klein	Felix Klein
Ludwig Prandtl	Ludwig Prandtl
Johannes Georg Bednorz	Georg Bednorz
Wilhelm Weber	Wilhelm Eduard Weber
Christopher Clavius	Christophorus Clavius
Hagen Kleinert	Hagen Kleinert
Gerd Binnig	Gerd Binnig
Johannes Hans Daniel Jensen	Johannes Hans Daniel Jensen
Max Delbrück	Max Delbrück (Biophysiker)
Pavel Alekseyevich Cherenkov	Pawel Alexejewitsch Tscherenkow
Arnold Sommerfeld	Arnold Sommerfeld
Gerd Faltings	Gerd Faltings
Ferdinand von Lindemann	Ferdinand von Lindemann
Hermann Grassmann	Hermann Graßmann
Michael Stifel	Michael Stifel
Carl Hermann	Carl Hermann (Physiker)
Ehrenfried Walther von Tschirnhaus	Ehrenfried Walther von Tschirnhaus
Paul Scriptoris	Paul Scriptoris
Ernst Schröder	Ernst Schröder (Mathematiker)
Eduard Heine	Eduard Heine
Friedrich Schottky	Friedrich Schottky
Wilhelm Killing	Wilhelm Killing
Carl Neumann	Carl Gottfried Neumann
Christoph Gudermann	Christoph Gudermann
Rudolf Lipschitz	Rudolf Lipschitz
Johannes Widmann	Johannes Widmann (Mathematiker)
Johann Friedrich Pfaff	Johann Friedrich Pfaff
Max Noether	Max Noether
Karl Georg Christian von Staudt	Karl von Staudt
Paul David Gustav du Bois-Reymond	Paul Du Bois-Reymond
Leopold Löwenheim	Leopold Löwenheim
Andreas Floer	Andreas Floer
Daniel Schwenter	Daniel Schwenter
Moritz Abraham Stern	Moritz Stern
Heinrich Weber	Heinrich Weber (Mathematiker)
Richard Rado	Richard Rado
Hellmuth Kneser	Hellmuth Kneser
Wilhelm Süss	Wilhelm Süss
Felix Bernstein	Felix Bernstein
Walther Kossel	Walther Kossel
Michael Adelburner	Michael Adelbulner
Paul Wolfskehl	Paul Wolfskehl
Ernst Jacobsthal	Ernst Jacobsthal
William Prager	William Prager
Jacob Milich	Jakob Milich
Horst Sachs	Horst Sachs
Reinhold Baer	Reinhold Baer
Günter Menges	Günter Menges (Ökonom)
Georg Nöbeling	Georg Nöbeling
Martin Eichler	Martin Eichler
Karl Bechert	Karl Bechert
Johann Hommel	Johannes Hommel
Hans Grauert	Hans Grauert
Heinrich Behmann	Heinrich Behmann
Max Deuring	Max Deuring
Karl Wirtz	Karl Wirtz
Franz Taurinus	Franz Taurinus
Carl Ramsauer	Carl Ramsauer
Heinrich Welker	Heinrich Welker
Wilhelm Launhardt	Wilhelm Launhardt
Hans Schmidt	Hans-Theodor Schmidt
Christian Gerthsen	Christian Gerthsen
Johann Friedrich Hennert	Johann Friedrich Hennert
Heinrich Heesch	Heinrich Heesch
Wilhelm Leber	Wilhelm Leber
Heinz Pose	Heinz Pose
Oskar Bolza	Oskar Bolza
Arnold Schönhage	Arnold Schönhage
Peter Adolf Thiessen	Peter Adolf Thiessen
Volker Oppitz	Volker Oppitz (Finanzmathematiker)
Eckart Viehweg	Eckart Viehweg
Gerhard Hessenberg	Gerhard Hessenberg
Heinz Hopf	Heinz Hopf
Victor Francis Hess	Victor Franz Hess
Elektwonegativite	Elektronegativität
Pieter Zeeman	Pieter Zeeman
Rou (plant)	Straße
Mike Tyson	Mike Tyson
Ozark (Alabama)	Ozark (Alabama)
Eutaw (Alabama)	Eutaw
Hartselle (Alabama)	Hartselle
Muscle Shoals (Alabama)	Muscle Shoals (Alabama)
Dadeville (Alabama)	Dadeville
Cordova (Alabama)	Cordova (Alabama)
Phenix City (Alabama)	Phenix City
Centreville (Alabama)	Centreville (Alabama)
Greensboro (Alabama)	Greensboro (Alabama)
Hueytown (Alabama)	Hueytown
Togiak (Alaska)	Togiak (Alaska)
Saraland (Alabama)	Saraland
Enterprise (Alabama)	Enterprise (Alabama)
Marion, Arkansas	Marion (Arkansas)
Robertsdale (Alabama)	Robertsdale (Alabama)
Foley (Alabama)	Foley (Alabama)
Creola (Alabama)	Creola (Alabama)
Nashville, Arkansas	Nashville (Arkansas)
Russian Mission (Alaska)	Russian Mission
Kaltag (Alaska)	Kaltag
Oxford (Alabama)	Oxford (Alabama)
Oneonta (Alabama)	Oneonta (Alabama)
Greenville (Alabama)	Greenville (Alabama)
Saint George (Alaska)	St. George (Alaska)
Delta Junction (Alaska)	Delta Junction
Angoon (Alaska)	Angoon
Adak (Alaska)	Adak
Benton, Arkansas	Benton (Arkansas)
Mountain Home, Arkansas	Mountain Home (Arkansas)
Golovin (Alaska)	Golovin
Dillingham (Alaska)	Dillingham
Paragould, Arkansas	Paragould
Camden (Alabama)	Camden (Alabama)
Gadsden (Alabama)	Gadsden (Alabama)
Demopolis (Alabama)	Demopolis
Nulato (Alaska)	Nulato (Alaska)
Soldotna (Alaska)	Soldotna
Ashville (Alabama)	Ashville (Alabama)
Shaktoolik (Alaska)	Shaktoolik
Weiner, Arkansas	Weiner (Arkansas)
Sand Point (Alaska)	Sand Point
Blytheville, Arkansas	Blytheville
Forrest City, Arkansas	Forrest City
Ekwok (Alaska)	Ekwok
Arab (Alabama)	Arab (Alabama)
Fort Yukon (Alaska)	Fort Yukon
Tenakee Springs (Alaska)	Tenakee Springs
De Queen, Arkansas	De Queen
Toksook Bay (Alaska)	Toksook Bay
Jacksonville (Alabama)	Jacksonville (Alabama)
Daleville (Alabama)	Daleville (Alabama)
Bald Knob, Arkansas	Bald Knob
Monticello, Arkansas	Monticello (Arkansas)
Danville, Arkansas	Danville (Arkansas)
Kenai (Alaska)	Kenai
Cabot, Arkansas	Cabot (Arkansas)
Russellville, Arkansas	Russellville (Arkansas)
Quinhagak (Alaska)	Quinhagak
Port Lions (Alaska)	Port Lions
Seldovia (Alaska)	Seldovia
Bullhead City, Arizona	Bullhead City
El Mirage, Arizona	El Mirage (Arizona)
Lake Havasu City, Arizona	Lake Havasu City
Litchfield Park, Arizona	Litchfield Park (Arizona)
Texarkana, Arkansas	Texarkana (Arkansas)
Athens (Alabama)	Athens (Alabama)
Homer (Alaska)	Homer (Alaska)
Camden, Arkansas	Camden (Arkansas)
Avondale, Arizona	Avondale (Arizona)
Willcox, Arizona	Willcox
Irondale (Alabama)	Irondale (Alabama)
Goodyear, Arizona	Goodyear (Arizona)
Antikò	Antikörper
Daphne (Alabama)	Daphne (Alabama)
Cottonwood, Arizona	Cottonwood (Arizona)
Arkadelphia, Arkansas	Arkadelphia
Anniston (Alabama)	Anniston (Alabama)
Somerton, Arizona	Somerton (Arizona)
Sylacauga (Alabama)	Sylacauga
Pelham (Alabama)	Pelham (Alabama)
Cullman (Alabama)	Cullman (Alabama)
Elba (Alabama)	Elba (Alabama)
El Dorado, Arkansas	El Dorado (Arkansas)
North Pole (Alaska)	North Pole
Rogers, Arkansas	Rogers (Arkansas)
Helena (Alabama)	Helena (Alabama)
Fairhope (Alabama)	Fairhope (Alabama)
Prattville (Alabama)	Prattville (Alabama)
False Pass (Alaska)	False Pass
Dothan (Alabama)	Dothan (Alabama)
Cold Bay (Alaska)	Cold Bay
Hoonah (Alaska)	Hoonah
Sibstans	Chemischer Stoff
Chignik (Alaska)	Chignik
Kake (Alaska)	Kake
Fort Smith, Arkansas	Fort Smith (Arkansas)
Columbiana (Alabama)	Columbiana (Alabama)
New Stuyahok (Alaska)	New Stuyahok
Pleasant Grove (Alabama)	Pleasant Grove (Alabama)
Haines (Alaska)	Haines (Alaska)
Maumelle, Arkansas	Maumelle
Weaver (Alabama)	Weaver (Alabama)
Guntersville (Alabama)	Guntersville
Akhiok (Alaska)	Akhiok
Magnolia, Arkansas	Magnolia (Arkansas)
Mena, Arkansas	Mena (Arkansas)
Sheffield (Alabama)	Sheffield (Alabama)
Scottsboro (Alabama)	Scottsboro (Alabama)
Tuscaloosa (Alabama)	Tuscaloosa
Pell City (Alabama)	Pell City
East Brewton (Alabama)	East Brewton
Orange Beach (Alabama)	Orange Beach
Cordova (Alaska)	Cordova (Alaska)
Prichard (Alabama)	Prichard (Alabama)
Mansfield, Arkansas	Mansfield (Arkansas)
Tanana (Alaska)	Tanana (Alaska)
Evergreen (Alabama)	Evergreen (Alabama)
Fairbanks (Alaska)	Fairbanks
Crossett, Arkansas	Crossett
Eufaula (Alabama)	Eufaula (Alabama)
Fort Payne (Alabama)	Fort Payne
Hamburg, Arkansas	Hamburg (Arkansas)
Alexander City, Alabama	Alexander City
Sulligent (Alabama)	Sulligent
Aliceville, Alabama	Aliceville (Alabama)
Gulf Shores (Alabama)	Gulf Shores
Benson, Arizona	Benson (Arizona)
Millbrook (Alabama)	Millbrook (Alabama)
Albertville, Alabama	Albertville (Alabama)
Gardendale (Alabama)	Gardendale (Alabama)
Sherwood, Arkansas	Sherwood (Arkansas)
Batesville, Arkansas	Batesville (Arkansas)
Trussville (Alabama)	Trussville
Malvern, Arkansas	Malvern (Arkansas)
Vestavia Hills (Alabama)	Vestavia Hills
Van Buren, Arkansas	Van Buren (Arkansas)
Homewood (Alabama)	Homewood (Alabama)
Clio (Alabama)	Clio (Alabama)
Searcy, Arkansas	Searcy (Arkansas)
Bayou La Batre (Alabama)	Bayou La Batre
Atqasuk (Alaska)	Atqasuk
Whittier (Alaska)	Whittier (Alaska)
Kaktovik (Alaska)	Kaktovik
Tuskegee (Alabama)	Tuskegee (Alabama)
Bisbee, Arizona	Bisbee (Arizona)
Fairfield (Alabama)	Fairfield (Alabama)
Springdale, Arkansas	Springdale (Arkansas)
Winslow, Arizona	Winslow (Arizona)
Auburn (Alabama)	Auburn (Alabama)
Kingman, Arizona	Kingman (Arizona)
Florence (Alabama)	Florence (Alabama)
Plasma (biyoloji)	Blutplasma
Decatur (Alabama)	Decatur (Alabama)
Oligachi	Oligarchie
Anaktuvuk Pass (Alaska)	Anaktuvuk Pass
Jasper (Alabama)	Jasper (Alabama)
Safford, Arizona	Safford
Brent (Alabama)	Brent (Alabama)
Bay Minette (Alabama)	Bay Minette
Nogales, Arizona	Nogales (Arizona)
Sitka (Alaska)	Sitka
Abbeville, Alabama	Abbeville (Alabama)
Ruby (Alaska)	Ruby (Alaska)
Barrow (Alaska)	Barrow (Alaska)
Kotzebue (Alaska)	Kotzebue (Alaska)
Unalakleet (Alaska)	Unalakleet
Point Hope (Alaska)	Point Hope
Mountain Brook (Alabama)	Mountain Brook (Alabama)
St. Johns, Arizona	St. Johns (Arizona)
Yuma, Arizona	Yuma (Arizona)
Globe, Arizona	Globe (Arizona)
Eureka Springs, Arkansas	Eureka Springs
Apache Junction, Arizona	Apache Junction
Van solè	Sonnenwind
Flagstaff, Arizona	Flagstaff
Stuttgart, Arkansas	Stuttgart (Arkansas)
Palmer (Alaska)	Palmer (Alaska)
Conway, Arkansas	Conway (Arkansas)
Teller (Alaska)	Teller (Alaska)
Huntsville (Alabama)	Huntsville (Alabama)
Troy (Alabama)	Troy (Alabama)
Williams, Arizona	Williams (Arizona)
Birmingham (Alabama)	Birmingham (Alabama)
Leeds (Alabama)	Leeds (Alabama)
Northport (Alabama)	Northport (Alabama)
Kòlè	Zorn
Tombstone, Arizona	Tombstone
Mobile (Alabama)	Mobile (Alabama)
Maricopa, Arizona	Maricopa (Arizona)
Douglas, Arizona	Douglas (Arizona)
Casa Grande, Arizona	Casa Grande (Arizona)
Sierra Vista, Arizona	Sierra Vista
Belleville, Ilinwa	Belleville (Illinois)
South Tucson, Arizona	South Tucson
Tolleson, Arizona	Tolleson (Arizona)
Sitoplas	Cytoplasma
North Little Rock, Arkansas	North Little Rock
Holbrook, Arizona	Holbrook (Arizona)
Des Arc, Arkansas	Des Arc (Arkansas)
Seward (Alaska)	Seward (Alaska)
Clarksville, Arkansas	Clarksville (Arkansas)
Retikilòm andoplasmik	Endoplasmatisches Retikulum
Russellville (Alabama)	Russellville (Alabama)
Aleknagik (Alaska)	Aleknagik
Prescott, Arizona	Prescott (Arizona)
Alabaster, Alabama	Alabaster (Alabama)
Page, Arizona	Page (Arizona)
Selma (Alabama)	Selma (Alabama)
Spanish Fort (Alabama)	Spanish Fort
Hoover (Alabama)	Hoover (Alabama)
Wasilla (Alaska)	Wasilla
Bessemer (Alabama)	Bessemer (Alabama)
Talladega (Alabama)	Talladega
Unalaska (Alaska)	Unalaska (Stadt)
Kodiak (Alaska)	Kodiak (Alaska)
25 (nonm)	Fünfundzwanzig
Madison (Alabama)	Madison (Alabama)
24 (nonm)	Vierundzwanzig
Adamsville, Alabama	Adamsville (Alabama)
Beebe, Arkansas	Beebe (Arkansas)
Kouch ozòn	Ozonschicht
Nome (Alaska)	Nome (Alaska)
60 (nonm)	Sechzig
Childersburg (Alabama)	Childersburg
Foujè	Farne
Pine Bluff, Arkansas	Pine Bluff
Siloam Springs, Arkansas	Siloam Springs
Bethel (Alaska)	Bethel (Alaska)
Chadèk	Pampelmuse
Ewozyon	Erosion (Geologie)
Petersburg (Alaska)	Petersburg (Alaska)
Osceola, Arkansas	Osceola (Arkansas)
Wainwright (Alaska)	Wainwright (Alaska)
Valdez (Alaska)	Valdez (Alaska)
Pelican (Alaska)	Pelican (Alaska)
Sedona, Arizona	Sedona
West Memphis, Arkansas	West Memphis
Pocahontas, Arkansas	Pocahontas (Arkansas)
Nenana (Alaska)	Nenana
Coolidge, Arizona	Coolidge (Arizona)
Eloy, Arizona	Eloy (Arizona)
Opelika (Alabama)	Opelika (Alabama)
Prescott, Arkansas	Prescott (Arkansas)
Pye lalwa	Echte Aloe
Ashdown, Arkansas	Ashdown (Arkansas)
Syans imèn	Humanities
Kupreanof (Alaska)	Kupreanof
Barling, Arkansas	Barling (Arkansas)
Greenwood, Arkansas	Greenwood (Arkansas)
Nuiqsut (Alaska)	Nuiqsut
King Cove (Alaska)	King Cove
Houston (Alaska)	Houston (Alaska)
Anderson (Alaska)	Anderson (Alaska)
Kwethluk (Alaska)	Kwethluk
Dandwokwonoloji	Dendrochronologie
Joseph-Louis Lagrange	Joseph-Louis Lagrange
Boutèy	Flasche
Tamaren	Tamarindenbaum
Seliloz	Cellulose
Pericles	Perikles
Mangous	Mangusten
Shreveport, Lwizyana	Shreveport
Kalalou	Okra
Alèl	Allel
Sikui entegre	Integrierter Schaltkreis
Lingua franca	Verkehrssprache
Wentzville, Missouri	Wentzville
Adenozin trifosfat	Adenosintriphosphat
James Chadwick	James Chadwick
Donald Arthur Glaser	Donald Arthur Glaser
Dejne	Frühstück
Gran-moun	Erwachsener
Retorik	Rhetorik
Plim	Feder
Sik dlo	Wasserkreislauf
Henri Poincaré	Henri Poincaré
Polimè	Polymer
Sistèm desimal	Dezimalsystem
Epina	Spinat
Melon frans	Zuckermelone
Fòd Fwans	Fort-de-France
Montay plwaye	Falte (Geologie)
Assassin	Attentat
Charles-Augustin de Coulomb	Charles Augustin de Coulomb
Hillsboro, Oregon	Hillsboro (Oregon)
Chini	Raupe (Schmetterling)
Gresham, Oregon	Gresham (Oregon)
Beaverton, Oregon	Beaverton (Oregon)
Kanivò	Fleischfresser
Alotwopi	Allotropie
Doulè	Schmerz
Kòn	Horn
Temuco	Temuco
Lake Geneva, Wisconsin	Lake Geneva (Wisconsin)
Katalizè	Katalyse
К	К
П	П
Leon Cooper	Leon Neil Cooper
Fwotman	Reibung
И	И
Felipe Massa	Felipe Massa
Feria del Sol (Mérida)	Feria del Sol
Oksidasyon	Redoxreaktion
Manton	Kinn
Non	Name
Akoustik	Akustik
Tradisyon	Tradition
Sistèm ekzadesimal	Hexadezimalsystem
Politisyen	Politiker
Chif	Zahlzeichen
Egzagòn	Sechseck
911 (menm non)	911 (Begriffsklärung)
Manyòk dous	Maniok
Fòmil chimik	Chemische Formel
Lwa koulon	Coulombsches Gesetz
Srinivasa Ramanujan	S. Ramanujan
Miskad	Muskatnuss
Idwosfè	Hydrosphäre
Leti	Gartensalat
26 (nonm)	Sechsundzwanzig
Litosfè	Lithosphäre
Lord Rayleigh	John William Strutt, 3. Baron Rayleigh
Loray	Donner
Sourit	Hausmaus
Angrè	Dünger
Louis-Victor de Broglie	Louis de Broglie
Pous (anatomi)	Daumen
Seyismolog	Seismologie
Kaza	Quasar
Wonm	Rum
Izin	Fabrik
Pyè presye	Schmuckstein
Altewofili	Gewichtheben
Jezè	Geysir
Afeli	Apsis (Astronomie)
Aleksandr Prokhorov	Alexander Michailowitsch Prochorow
Nikolay Basov	Nikolai Gennadijewitsch Bassow
Savannah, Georgie	Savannah (Georgia)
Orange Cove, Kalifòni	Orange Cove
Sik menstriyèl	Menstruationszyklus
Krikèt	Kurzfühlerschrecken
Tib katodik	Kathodenstrahlröhre
Misk kadyak	Herzmuskel
Paul Ehrenfest	Paul Ehrenfest
Fritjof Capra	Fritjof Capra
Christian Doppler	Christian Doppler
Georg von Peuerbach	Georg von Peuerbach
Ludwig Boltzmann	Ludwig Boltzmann
Yury Osipov	Juri Sergejewitsch Ossipow
Luca Pacioli	Luca Pacioli
Wilhelm Cauer	Wilhelm Cauer
Rudolf Haag	Rudolf Haag
Guido Hoheisel	Guido Hoheisel
Heinz-Otto Peitgen	Heinz-Otto Peitgen
Markus Rost	Markus Rost
Werner Hildenbrand	Werner Hildenbrand
Robert Döpel	Robert Döpel
Wolfgang Haack	Wolfgang Haack
Martin Kreuzer	Martin Kreuzer
Wolfgang Finkelnburg	Wolfgang Finkelnburg
Jacob Leupold	Jacob Leupold
Valentinus Otho	Valentinus Otho
Eduard Ott-Heinrich Keller	Ott-Heinrich Keller
Ruth Moufang	Ruth Moufang
Benedict Zuckermann	Benedikt Zuckermann
Adolf Kratzer	Adolf Kratzer
Karl Menninger	Karl Menninger (Mathematiker)
Johann Kies	Johann Kies
Friedrich Burmeister	Friedrich Burmeister (Geophysiker)
Karl Seebach	Karl Seebach
Heinz Barwich	Heinz Barwich
Christian August Hausen	Christian August Hausen der Jüngere
Helmut Hönl	Helmut Hönl
Felix Otto	Felix Otto (Mathematiker)
Erwin Fues	Erwin Fues
Johannes Praetorius	Johann Richter (Astronom)
Herman Müntz	Chaim Müntz
Ernst Hellinger	Ernst Hellinger
Robert Fricke	Robert Fricke
Walter Franz	Walter Franz
Diederich Hinrichsen	Diederich Hinrichsen
Karl-Rudolf Koch	Karl-Rudolf Koch
Rudolf Wille	Rudolf Wille (Mathematiker)
Gregor Wentzel	Gregor Wentzel
Lorentz Eichstadt	Lorenz Eichstaedt
Bruno Augenstein	Bruno Augenstein
Friedrich Wilhelm Levi	Friedrich Wilhelm Levi
Gaspar Schott	Caspar Schott
Johann Gustav Hermes	Johann Gustav Hermes
Irmgard Flügge-Lotz	Irmgard Lotz
Fred Brooks	Frederick P. Brooks
Haskell Curry	Haskell Brooks Curry
Richard Karp	Richard M. Karp
Leslie Lamport	Leslie Lamport
John Cocke	John Cocke
Alonzo Church	Alonzo Church
John Backus	John W. Backus
Claude Shannon	Claude Elwood Shannon
Subhash Kak	Subhash Kak
Daniel Bernstein	Daniel J. Bernstein
Jack Edmonds	Jack Edmonds
Ronald Book	Ronald V. Book
Irving Reed	Irving Stoy Reed
George Marsaglia	George Marsaglia
Mark Adler	Mark Adler (Informatiker)
Cleve Moler	Cleve Moler
Stephen Altschul	Stephen Altschul
Nicholas Metropolis	Nicholas Metropolis
Robert Prim	Robert C. Prim
Marcel Golay	Marcel J. E. Golay
Jack Schwartz	Jacob T. Schwartz
Leonid Levin	Leonid Levin
Georgy Adelson-Velsky	Georgi Maximowitsch Adelson-Welski
Gerald Jay Sussman	Gerald Jay Sussman
Gustave Solomon	Gustave Solomon
Yevgeniy Landis	Jewgeni Michailowitsch Landis
Llewellyn Thomas	Llewellyn Thomas
Herman Goldstine	Herman H. Goldstine
Alexander Razborov	Alexander Alexandrowitsch Rasborow
Manindra Agrawal	Manindra Agrawal
Victor Glushkov	Wiktor Michailowitsch Gluschkow
Ravindran Kannan	Ravi Kannan
Alexander Dewdney	Alexander K. Dewdney
Andrzej Ehrenfeucht	Andrzej Ehrenfeucht
Carl Hewitt	Carl Hewitt
Wallace Givens	Wallace Givens
Divòs	Scheidung
Tilip	Tulpen
Documentaries	Dokumentarfilm
Syanobakteri	Cyanobakterien
Sugar Land, Texas	Sugar Land
Otto Frisch	Otto Frisch
Johann Loschmidt	Johann Josef Loschmidt
Georg Joachim Rheticus	Georg Joachim Rheticus
Robert Adler	Robert Adler (Physiker)
Karl Menger	Karl Menger
Ernst Mach	Ernst Mach
Greeley, Kolorado	Greeley (Colorado)
Waukesha, Wisconsin	Waukesha
Appleton, Wisconsin	Appleton (Wisconsin)
Zorye	Kissen
Liv (mezi)	Pfund
Awòt	Aorta
Distilasyon	Destillation
Plakèt	Thrombozyt
Albedo	Albedo
Pwotozoyè	Protozoen
Nonm mas	Massenzahl
Mouvman rastafari	Rastafari
Estè	Ester
Benoît Mandelbrot	Benoît Mandelbrot
Peryòd (chimi)	Periode des Periodensystems
Gonore	Gonorrhoe
Eksperyans	Experiment
Biyòm	Biom
Ronald Ross	Ronald Ross
Fliyid	Fluid
Epò senozoyik	Känozoikum
Evangelista Torricelli	Evangelista Torricelli
Abreviyasyon	Abkürzung
Minrè	Erz
Etamin	Staubblatt
Idwoliz	Hydrolyse
Kapilè	Kapillare (Anatomie)
Omeyostazi	Homöostase
Solid amòf	Amorphes Material
Patikil alfa	Alphastrahlung
Patikil beta	Betastrahlung
Antijèn	Antigen
Peter Debije	Peter Debye
Aage Niels Bohr	Aage Niels Bohr
Fenotip	Phänotyp
Urbain Le Verrier	Urbain Le Verrier
Presesyon	Präzession
Andrew Huxley	Andrew Fielding Huxley
Plèn lin	Vollmond
Kolonèl	Oberst
Simon van der Meer	Simon van der Meer
Liminozite	Leuchtkraft
Jenotip	Genotyp
Episant	Epizentrum
Kretyen	Christ
Dieter Weichert	Dieter Weichert
Harald Fuchs	Harald Fuchs (Physiker)
Hans Petersson	Hans Petersson
Uwe Storch	Uwe Storch
Bernhard Philberth	Bernhard Philberth
Caspar Isenkrahe	Caspar Isenkrahe
Joachim Nitsche	Joachim Nitsche
Johann Matthias Hase	Johann Matthias Hase
Uwe Banton	Uwe Banton
Gerhard Menzel	Gerhard Menzel (Schriftsteller)
Friedrich Kambartel	Friedrich Kambartel
Hans Hamburger	Hans Hamburger
Kurt Schütte	Kurt Schütte
Saul Perlmutter	Saul Perlmutter
Mak	Evangelium nach Markus
Klivaj	Spaltbarkeit
Rosalyn Yalow	Rosalyn Sussman Yalow
Lars Onsager	Lars Onsager
Hugh David Politzer	David Politzer
Sant (jewoloji)	Hypozentrum
Zwit	Austern (Lebensmittel)
Petal	Kronblatt
Elektwon valans	Valenzelektron
Martin Lewis Perl	Martin Lewis Perl
Norman Foster Ramsey	Norman Ramsey
Sheldon Lee Glashow	Sheldon Lee Glashow
Herbert Hauptman	Herbert A. Hauptman
Ben Roy Mottelson	Ben Mottelson
Leonid Kantorovich	Leonid Witaljewitsch Kantorowitsch
Frank Wilczek	Frank Wilczek
Otto Scherzer	Otto Scherzer
Pwopriyete fizik	Physikalische Größe
Trene	Strichfarbe
Vektè byolojik	Vektor (Biologie)
Leyon (jewoloji)	Äon (Geologie)
Estratosfè	Stratosphäre
Jimmy Cliff	Jimmy Cliff
Chemine	Vulkankrater
Leon Henkin	Leon Henkin
Belview, Minnesota	Belview (Minnesota)
Otto Neugebauer	Otto Neugebauer
Franz Mertens	Franz Mertens (Mathematiker)
Herbert Federer	Herbert Federer
Ruleville, Mississippi	Ruleville
Dixon, Ilinwa	Dixon (Illinois)
Felix Ehrenhaft	Felix Ehrenhaft
Theodor Vahlen	Theodor Vahlen
Roman Sexl	Roman Sexl
Felix Pollaczek	Felix Pollaczek
Bruno Touschek	Bruno Touschek
Paul Harteck	Paul Harteck
Gerhard Ringel	Gerhard Ringel
Olga Taussky-Todd	Olga Taussky-Todd
Presipite	Fällung
Jaltenco	Municipio Jaltenco
Robert von Lieben	Robert von Lieben
Sistèm seksajezimal	Sexagesimalsystem
Camagüey, Kiba	Camagüey
Dreaming of You (album)	Dreaming of You
Villa Clara, Kiba	Provinz Villa Clara
Ciego de Ávila, Kiba	Ciego de Ávila
Alpine, Utah	Alpine (Utah)
Las Tunas, Kiba	Las Tunas
Madhava of Sangamagrama	Madhava (Mathematiker)
Vladimir Ivanovich Smirnov	Wladimir Iwanowitsch Smirnow
Alta, Utah	Alta (Utah)
Santiago de Cuba, Kiba	Santiago de Cuba
Arawak	Arawak
Grigori Perelman	Grigori Jakowlewitsch Perelman
Pacific Grove, Kalifòni	Pacific Grove
Cripple Creek, Kolorado	Cripple Creek (Colorado)
Meridian, Mississippi	Meridian (Mississippi)
Aployid	Ploidiegrad
Tranche soumaren	Tiefseerinne
Eripsyon solèy	Sonneneruption
Ali Javan	Ali Javan
Victor Schoelcher	Victor Schœlcher
Fairview, New Jersey	Fairview (Bergen County, New Jersey)
Salem, Ilinwa	Salem (Illinois)
Klòn	Klonen
Joseph Valentin Boussinesq	Joseph Boussinesq
Senbyoz	Symbiose
Onn tanpèt	Sturmflut
Franse	Franzosen
Crest Hill, Ilinwa	Crest Hill
John Pollard	John M. Pollard
Mitoloji women	Römische Mythologie
Christian Wursteisen	Christian Wurstisen
