Áfríkà	Afrika
Àwọn Ìdíje Òlímpíkì Ìgbà Oru 2012	Olympische Sommerspiele 2012
Simón Bolívar	Simón Bolívar
Andrew Johnson	Andrew Johnson
Àwọn Ìdíje Òlímpíkì Ìgbà Oru 2016	Olympische Sommerspiele 2016
Pierre Trudeau	Pierre Trudeau
Kwame Nkrumah	Kwame Nkrumah
Họ́ng Kọng	Hongkong
Miami	Miami
Karachi	Karatschi
Èkó	Lagos
Ogun Abẹ́lé Amẹ́ríkà	Sezessionskrieg
Rio de Janeiro	Rio de Janeiro
Ilẹ̀ọbalúayé Brítánì	Britisches Weltreich
Seoul	Seoul
Walt Disney	Walt Disney
Seville	Sevilla
Àdéhùn Versailles	Friedensvertrag von Versailles
Archimedes	Archimedes
Thomas Edison	Thomas Alva Edison
Euclid	Euklid
Èdè Albáníà	Albanische Sprache
Michael Faraday	Michael Faraday
Enrico Fermi	Enrico Fermi
Colin Maclaurin	Colin Maclaurin
Domain Name System	Domain Name System
Hypertext Transfer Protocol	Hypertext Transfer Protocol
Èdè Arméníà	Armenische Sprache
Internet Protocol	Internet Protocol
Èdè Ukraníà	Ukrainische Sprache
Transmission Control Protocol	Transmission Control Protocol
HTML	Hypertext Markup Language
ASCII	American Standard Code for Information Interchange
Unicode	Unicode
Àmì ọ̀pá àṣẹ ilẹ̀ Fenesuela	Wappen Venezuelas
Council of Europe	Europarat
Marion Cotillard	Marion Cotillard
Johannes Kepler	Johannes Kepler
Max Planck	Max Planck
Èdè Sweden	Schwedische Sprache
Nikola Tesla	Nikola Tesla
Muhammad ibn Mūsā al-Khwārizmī	Al-Chwarizmi
James Watt	James Watt
Èdè ará Nọ́rwèy	Norwegische Sprache
Gottfried Leibniz	Gottfried Wilhelm Leibniz
Noam Chomsky	Noam Chomsky
Èdè Tsẹ́kì	Tschechische Sprache
Èdè Slofákíà	Slowakische Sprache
Karl Marx	Karl Marx
Èdè Húngárì	Ungarische Sprache
Mósè	Mose
Èdè Lituéníà	Litauische Sprache
Ẹ̀sìn-ìn Híndù	Hinduismus
José Mujica	José Mujica
James Clerk Maxwell	James Clerk Maxwell
Tabaré Vázquez	Tabaré Vázquez
Dmitri Mendeleev	Dmitri Iwanowitsch Mendelejew
Átọ̀mù	Atom
Ernest Rutherford	Ernest Rutherford
Ìmọ́lẹ̀	Licht
Èdè Gríkì	Griechische Sprache
Erwin Schrödinger	Erwin Schrödinger
Sístẹ̀mù ìṣiṣẹ́ kọ̀mpútà	Betriebssystem
Taj Mahal	Taj Mahal
Èdè Írẹ́lándì	Irische Sprache
Èdè Ìṣèlànà Kọ̀mpútà	Programmiersprache
Josip Broz Tito	Josip Broz Tito
Èdè Pẹ́rsíà	Persische Sprache
Ẹ̀sìn	Religion
Abrahamu	Abraham
Ìwé Gẹ́nẹ́sísì	1. Buch Mose
Ìwé Ẹ́ksódù	2. Buch Mose
René Descartes	René Descartes
Èdè Fiẹtnám	Vietnamesische Sprache
Páùlù ará Társù	Paulus von Tarsus
Ère Òmìnira	Freiheitsstatue
Sigmund Freud	Sigmund Freud
Èdè Tháí	Thailändische Sprache
Georg Wilhelm Friedrich Hegel	Georg Wilhelm Friedrich Hegel
Baku	Baku
Èdè Kàsákhì	Kasachische Sprache
Ibi Ọ̀ṣọ́ Àgbáyé	UNESCO-Welterbe
Èdè Turkmẹ́nì	Turkmenische Sprache
Thimphu	Thimphu
Bandar Seri Begawan	Bandar Seri Begawan
Èdè Hébérù	Hebräische Sprache
Èdè Azerbaijani	Aserbaidschanische Sprache
Ibn Khaldun	Ibn Chaldun
Èdè Sérbíà	Serbische Sprache
Dili	Dili
Immanuel Kant	Immanuel Kant
John Maynard Keynes	John Maynard Keynes
Vientiane	Vientiane
Laozi	Laozi
Malé	Malé
John Locke	John Locke
Friedrich Nietzsche	Friedrich Nietzsche
Bishkek	Bischkek
Jean-Paul Sartre	Jean-Paul Sartre
Dushanbe	Duschanbe
Adam Smith	Adam Smith
Max Weber	Max Weber
Ludwig Wittgenstein	Ludwig Wittgenstein
Timbuktu	Timbuktu
Òkun	Ozean
Thomas Aquinas	Thomas von Aquin
Gautama Buddha	Siddhartha Gautama
Pete Sampras	Pete Sampras
Mùhammédù	Mohammed
Òdodo	Realität
A. P. J. Abdul Kalam	A. P. J. Abdul Kalam
Tony Blair	Tony Blair
Martin Luther	Martin Luther
John Major	John Major
James Callaghan	James Callaghan
Gerald Ford	Gerald Ford
Richard Nixon	Richard Nixon
Ìjọ Kátólìkì	Römisch-katholische Kirche
Èdè Bẹ̀ngálì	Bengalische Sprache
Ọrùn	Hals
Lyndon B. Johnson	Lyndon B. Johnson
Àwọn Erékùṣù Falkland	Falklandinseln
A	A
Lewis Hamilton	Lewis Hamilton
Erékùṣù ilẹ̀ Man	Isle of Man
Elisabeti Kejì	Elisabeth II.
The New York Times	The New York Times
John Fitzgerald Kennedy	John F. Kennedy
B	B
Honoré de Balzac	Honoré de Balzac
G	G
U	U
Z	Z
Orin blues	Blues
F	F
J	J
Ábídí	Alphabet
Reggae	Reggae
T	T
C	C
R	R
D	D
I	I
E	E
H	H
Dwight D. Eisenhower	Dwight D. Eisenhower
K	K
L	L
M	M
N	N
O	O
P	P
Q	Q
S	S
Ronald Reagan	Ronald Reagan
V	V
W	W
X	X
Y	Y
Victoria Azarenka	Wiktoryja Asaranka
Laura Robson	Laura Robson
Andy Murray	Andy Murray
Rafael Nadal	Rafael Nadal
Èdè Zulu	IsiZulu
Pythagoras	Pythagoras
Jarkko Nieminen	Jarkko Nieminen
Àìní	Armut
John Mccain	John McCain
Ayrton Senna	Ayrton Senna
Gordon Brown	Gordon Brown
1100	1100
Neville Chamberlain	Neville Chamberlain
Kim Jong-il	Kim Jong-il
Ẹ̀ka:Venezuela	Kategorie:Venezuela
Belfast	Belfast
Tábìlì ìdásìkò àwọn ẹ́límẹ̀ntì	Periodensystem
Tórshavn	Tórshavn
Robert Mugabe	Robert Mugabe
Georgetown, Gùyánà	Georgetown (Guyana)
Àwọn ìṣẹ̀lẹ̀ ìdánilóró September 11, 2001	Terroranschläge am 11. September 2001
Afàyàwọ́	Reptilien
Mariano Rajoy	Mariano Rajoy
Leo von Caprivi	Leo von Caprivi
Baktéríà	Bakterien
Tẹknọ́lọ́jì	Technologie
Ìwéìròyìn	Zeitung
Àṣà	Kultur
Èdè Hindustánì	Hindustani
Ribonúkléù kíkan	Ribonukleinsäure
Àrùn Parkinson	Parkinson-Krankheit
IPv4	IPv4
Ojúọ̀nà IP	IP-Adresse
Border Gateway Protocol	Border Gateway Protocol
Omikíkan	Säuren
User Datagram Protocol	User Datagram Protocol
Dynamic Host Configuration Protocol	Dynamic Host Configuration Protocol
Àdàpọ̀ kẹ́míkà	Chemische Verbindung
Sarajevo	Sarajevo
Sérbíà Orílẹ̀-èdè Olómìnira	Republika Srpska
Ìṣírò	Arithmetik
Àwọn Iṣẹ́ Ológun Amẹ́ríkà	Streitkräfte der Vereinigten Staaten
Windows 7	Microsoft Windows 7
Ajagun Ojúòfurufú Amẹ́ríkà	United States Air Force
Windows Vista	Microsoft Windows Vista
Gbọ̀ngàn Ìdúnádúrà Àgbáyé	World Trade Center
Nelson Rockefeller	Nelson Rockefeller
Windows XP	Microsoft Windows XP
Iyọ̀	Speisesalz
Fidel Castro	Fidel Castro
Kọ́ngrẹ́ẹ̀sì Orílẹ̀-èdè Amẹ́ríkà	Kongress der Vereinigten Staaten
Fulgencio Batista	Fulgencio Batista
Moving Picture Experts Group	Moving Picture Experts Group
Ẹ̀ka:Brasil	Kategorie:Brasilien
Manhattan	Manhattan
Ẹ̀ka:Ìtàn ilẹ̀ Brasil	Kategorie:Geschichte Brasiliens
Ẹ̀ka:Románíà	Kategorie:Rumänien
Ẹ́límẹ̀ntì kẹ́míkà	Chemisches Element
Ìṣedọ́gba	Gleichung
Ìyára	Beschleunigung
Orin hip hop	Hip-Hop
Ipá (físíksì)	Kraft
Gbéringbérin	Magnet
Àkójọ (físíksì)	Masse (Physik)
Mẹ́tàlì	Metalle
Irin	Stahl
Ẹ̀fúùfù	Gas
Ìtúká onítítànyindin	Radioaktivität
Serena Williams	Serena Williams
Àsìkò	Zeit
Ààlà	Flächeninhalt
Xanana Gusmão	Xanana Gusmão
Àgbérò Pythagoras	Satz des Pythagoras
100 Hekate	(100) Hekate
100027 Hannaharendt	(100027) Hannaharendt
100033 Taizé	(100033) Taizé
1002 Olbersia	(1002) Olbersia
1001 Gaussia	(1001) Gaussia
1003 Lilofee	(1003) Lilofee
1004 Belopolskya	(1004) Belopolskya
10057 L'Obel	(10057) L’Obel
1005 Arago	(1005) Arago
1006 Lagrangea	(1006) Lagrangea
10069 Fontenelle	(10069) Fontenelle
10079 Meunier	(10079) Meunier
1007 Pawlowia	(1007) Pawlowia
1008 La Paz	(1008) La Paz
101 Helena	(101) Helena
1010 Marlene	(1010) Marlene
10101 Fourier	(10101) Fourier
1012 Sarema	(1012) Sarema
1013 Tombecka	(1013) Tombecka
10149 Cavagna	(10149) Cavagna
1014 Semphyra	(1014) Semphyra
1015 Christa	(1015) Christa
1016 Anitra	(1016) Anitra
1017 Jacqueline	(1017) Jacqueline
1018 Arnolda	(1018) Arnolda
10195 Nebraska	(10195) Nebraska
1019 Strackea	(1019) Strackea
102 Miriam	(102) Miriam
1020 Arcadia	(1020) Arcadia
10207 Comeniana	(10207) Comeniana
Nọ́mbà	Zahl
1021 Flammario	(1021) Flammario
1022 Olympiada	(1022) Olympiada
Nọ́mbà tóṣòro	Komplexe Zahl
Mítà	Meter
Àgbàdo	Mais
Venus Williams	Venus Williams
Andrea Hlaváčková	Andrea Hlaváčková
Lucie Hradecká	Lucie Hradecká
Harry S. Truman	Harry S. Truman
Aaliyah	Aaliyah
Àwòrán kíkùn	Malerei
Fọ́tòyíyà	Fotografie
Tíátà	Theater
Ìṣiṣẹ́oníná	Elektronik
Ìwọ́ ìtanná	Elektrischer Strom
Maria Kirilenko	Marija Jurjewna Kirilenko
Nadia Petrova	Nadeschda Wiktorowna Petrowa
Steffi Graf	Steffi Graf
José Ramos-Horta	José Ramos-Horta
Maria Sharapova	Marija Jurjewna Scharapowa
Elena Dementieva	Jelena Wjatscheslawowna Dementjewa
Lindsay Davenport	Lindsay Davenport
Jennifer Capriati	Jennifer Capriati
Justine Henin	Justine Henin
Kim Clijsters	Kim Clijsters
Ààrẹ ilẹ̀ Orílẹ̀-èdè Amẹ́ríkà	Präsident der Vereinigten Staaten
Ìwé-òfin Ìbágbépọ̀ Orílẹ̀-èdè Amẹ́ríkà	Verfassung der Vereinigten Staaten
Àwọn Erékùṣù Wúndíá ti Amẹ́ríkà	Amerikanische Jungferninseln
Gúúsù-Ìlàòrùn Ásíà	Südostasien
Karl Renner	Karl Renner
Lahore	Lahore
Àkójọ àwọn orílẹ̀-èdè	Liste der Staaten der Erde
Heinz Fischer	Heinz Fischer
L. L. Zamenhof	Ludwik Lejzer Zamenhof
Ẹ́gíptì Ayéijọ́un	Altes Ägypten
John Adams	John Adams
Thomas Jefferson	Thomas Jefferson
James Madison	James Madison
James Monroe	James Monroe
John Quincy Adams	John Quincy Adams
Andrew Jackson	Andrew Jackson
Martin Van Buren	Martin Van Buren
Silvio Berlusconi	Silvio Berlusconi
William Henry Harrison	William Henry Harrison
John Tyler	John Tyler
James K. Polk	James K. Polk
Zachary Taylor	Zachary Taylor
Kevin Costner	Kevin Costner
Carlos Dávila	Carlos Dávila Espinoza
Orin-ìyìn Europe	Europahymne
Alberto Lleras Camargo	Alberto Lleras Camargo
Cher	Cher
1101	1101
1102	1102
Ernesto Teodoro Moneta	Ernesto Teodoro Moneta
Henry Dunant	Henry Dunant
Ọba	König
Àrùn	Krankheit
Kàlẹ́ndà Gregory	Gregorianischer Kalender
Agbègbè àkókò	Zeitzone
Thein Sein	Thein Sein
Tutankhamun	Tutanchamun
Màláríà	Malaria
Àìsàn Ìmúsára Àìpé Ìgbóguntàrùn	AIDS
Àmìọ̀rọ̀ QR	QR-Code
Àdàkọ:Location map Iceland	Vorlage:Positionskarte Island
Àdàkọ:Location map Denmark	Vorlage:Positionskarte Dänemark
Àdàkọ:Location map Estonia	Vorlage:Positionskarte Estland
Àdàkọ:Location map Ireland	Vorlage:Positionskarte Irland
Àdàkọ:Location map United Kingdom	Vorlage:Positionskarte Vereinigtes Königreich
Àdàkọ:Location map France	Vorlage:Positionskarte Frankreich
Àdàkọ:Location map Andorra	Vorlage:Positionskarte Andorra
Àdàkọ:Location map Spain	Vorlage:Positionskarte Spanien
Àdàkọ:Location map Italy	Vorlage:Positionskarte Italien
Àdàkọ:Location map Switzerland	Vorlage:Positionskarte Schweiz
Àdàkọ:Location map Austria	Vorlage:Positionskarte Österreich
Àdàkọ:Location map Poland	Vorlage:Positionskarte Polen
Afárá	Brücke
Àdàkọ:Location map Hungary	Vorlage:Positionskarte Ungarn
Àdàkọ:Location map Croatia	Vorlage:Positionskarte Kroatien
Àdàkọ:Location map Bosnia	Vorlage:Positionskarte Bosnien und Herzegowina
Àdàkọ:Location map Kosovo	Vorlage:Positionskarte Kosovo
Àdàkọ:Location map Montenegro	Vorlage:Positionskarte Montenegro
Àdàkọ:Location map Republic of Macedonia	Vorlage:Positionskarte Mazedonien
Àdàkọ:Location map Greece	Vorlage:Positionskarte Griechenland
Àdàkọ:Location map Bulgaria	Vorlage:Positionskarte Bulgarien
Àdàkọ:Location map Romania	Vorlage:Positionskarte Rumänien
Millard Fillmore	Millard Fillmore
Àdàkọ:Location map Belarus	Vorlage:Positionskarte Weißrussland
Franklin Pierce	Franklin Pierce
Àdàkọ:Location map Georgia	Vorlage:Positionskarte Georgien
Àdàkọ:Location map Armenia	Vorlage:Positionskarte Armenien
Àdàkọ:Location map Azerbaijan	Vorlage:Positionskarte Aserbaidschan
Àdàkọ:Location map Kazakhstan	Vorlage:Positionskarte Kasachstan
Àdàkọ:Location map Turkmenistan	Vorlage:Positionskarte Turkmenistan
Àdàkọ:Location map Kyrgyzstan	Vorlage:Positionskarte Kirgisistan
James Buchanan	James Buchanan
Àdàkọ:Location map Cyprus	Vorlage:Positionskarte Zypern
Àdàkọ:Location map Syria	Vorlage:Positionskarte Syrien
Àdàkọ:Location map Lebanon	Vorlage:Positionskarte Libanon
Àdàkọ:Location map Jordan	Vorlage:Positionskarte Jordanien
Àdàkọ:Location map Iraq	Vorlage:Positionskarte Irak
Àdàkọ:Location map Iran	Vorlage:Positionskarte Iran
Àdàkọ:Location map Saudi Arabia	Vorlage:Positionskarte Saudi-Arabien
Àdàkọ:Location map United Arab Emirates	Vorlage:Positionskarte Vereinigte Arabische Emirate
Àdàkọ:Location map Oman	Vorlage:Positionskarte Oman
Àdàkọ:Location map Pakistan	Vorlage:Positionskarte Pakistan
Àdàkọ:Location map India	Vorlage:Positionskarte Indien
Àdàkọ:Location map Nepal	Vorlage:Positionskarte Nepal
Àdàkọ:Location map Philippines	Vorlage:Positionskarte Philippinen
Àdàkọ:Location map Vietnam	Vorlage:Positionskarte Vietnam
Àdàkọ:Location map East Timor	Vorlage:Positionskarte Osttimor
Àdàkọ:Location map Australia	Vorlage:Positionskarte Australien
Àdàkọ:Location map Solomon Islands	Vorlage:Positionskarte Salomonen
Àdàkọ:Location map Tonga	Vorlage:Positionskarte Tonga
Àdàkọ:Location map Suriname	Vorlage:Positionskarte Suriname
Àdàkọ:Location map Guyana	Vorlage:Positionskarte Guyana
Àdàkọ:Location map Venezuela	Vorlage:Positionskarte Venezuela
Àdàkọ:Location map Colombia	Vorlage:Positionskarte Kolumbien
Àdàkọ:Location map Ecuador	Vorlage:Positionskarte Ecuador
Àdàkọ:Location map Peru	Vorlage:Positionskarte Peru
Àdàkọ:Location map Bolivia	Vorlage:Positionskarte Bolivien
Àdàkọ:Location map Chile	Vorlage:Positionskarte Chile
Àdàkọ:Location map Argentina	Vorlage:Positionskarte Argentinien
Àdàkọ:Location map Paraguay	Vorlage:Positionskarte Paraguay
Àdàkọ:Location map Brazil	Vorlage:Positionskarte Brasilien
Detroit	Detroit
Ìwọ̀n Ẹyọ Akáríayé SI	Internationales Einheitensystem
Ìsirò Statistiki	Statistik
1103	1103
1104	1104
Nọ́mbà odidi	Ganze Zahl
Ilẹ̀ọbalúayé Rómù Apáìlàoòrùn	Byzantinisches Reich
Ilẹ̀ Ọbalúayé Rómù Mímọ́	Heiliges Römisches Reich
Ilẹ̀-Ọba Òttómánì	Osmanisches Reich
Universala Esperanto-Asocio	Universala Esperanto-Asocio
Ogun láàrin Spéìn àti Amẹ́ríkà	Spanisch-Amerikanischer Krieg
Amẹ́ríkà Látìnì	Lateinamerika
Gbogbo Ìpawó Orílẹ̀-èdè	Bruttoinlandsprodukt
Wilhelm Ostwald	Wilhelm Ostwald
Paul Doumer	Paul Doumer
Robert Cecil, 1st Viscount Cecil of Chelwood	Robert Cecil, 1. Viscount Cecil of Chelwood
Auguste Comte	Auguste Comte
Ìtanná	Elektrizität
Haute-Savoie	Département Haute-Savoie
Ìbon	Feuerwaffe
Umberto Eco	Umberto Eco
Reinhard Selten	Reinhard Selten
Pelé	Pelé
Jurelang Zedkaia	Jurelang Zedkaia
Nọ́mbà gidi	Reelle Zahl
Jacques Chaban-Delmas	Jacques Chaban-Delmas
Michel Rocard	Michel Rocard
Alain Poher	Alain Poher
Raymond Barre	Raymond Barre
Édouard Balladur	Édouard Balladur
Leopold 2k ilẹ̀ Bẹ́ljíọ̀m	Leopold II. (Belgien)
Yves Leterme	Yves Leterme
Herman Van Rompuy	Herman Van Rompuy
Àsìá ilẹ̀ Bẹ́ljíọ̀m	Flagge Belgiens
Franz Jonas	Franz Jonas
Michelle Obama	Michelle Obama
Internet Control Message Protocol	Internet Control Message Protocol
Ọsàn	Orange (Frucht)
Èdè Xhosa	IsiXhosa
Èdè Somalí	Somali (Sprache)
Montserrat	Montserrat
Yunifásítì Harvard	Harvard University
Àdàkọ:Location map Mexico	Vorlage:Positionskarte Mexiko
Àdàkọ:Location map Belize	Vorlage:Positionskarte Belize
Àdàkọ:Location map Nicaragua	Vorlage:Positionskarte Nicaragua
Àdàkọ:Location map Costa Rica	Vorlage:Positionskarte Costa Rica
Àdàkọ:Location map Panama	Vorlage:Positionskarte Panama
Àdàkọ:Location map Dominican Republic	Vorlage:Positionskarte Dominikanische Republik
Àdàkọ:Location map Dominica	Vorlage:Positionskarte Dominica
Yopal	Yopal
Àdàkọ:Location map Earth	Vorlage:Positionskarte Erde
Ilẹ̀ Ọmọ-ọba Sealand	Sealand
1105	1105
Angelina Jolie	Angelina Jolie
Èdè Lárúbáwá	Arabische Sprache
Casanare Department	Departamento de Casanare
Caquetá Department	Departamento de Caquetá
Valle del Cauca Department	Valle del Cauca
Risaralda Department	Departamento de Risaralda
Quindío Department	Quindío
Jan Mayen	Jan Mayen
Dọ́là	Dollar
Internet Group Management Protocol	Internet Group Management Protocol
Èdè Occitani	Okzitanische Sprache
Èdè Áfríkáánì	Afrikaans
Chris Evert	Chris Evert
Top-level domain	Top-Level-Domain
Lee Myung-bak	Lee Myung-bak
Roh Mu-hyon	Roh Moo-hyun
Liza Minnelli	Liza Minnelli
Erékùṣù Àjínde	Osterinsel
POSIX	Portable Operating System Interface
Àsìá	Flagge
Màkáù	Macau
Àdàkọ:Location map Morocco	Vorlage:Positionskarte Marokko
Àdàkọ:Location map Algeria	Vorlage:Positionskarte Algerien
Àdàkọ:Location map Tunisia	Vorlage:Positionskarte Tunesien
Àdàkọ:Location map Egypt	Vorlage:Positionskarte Ägypten
Àdàkọ:Location map Mauritania	Vorlage:Positionskarte Mauretanien
Àdàkọ:Location map Mali	Vorlage:Positionskarte Mali
Àdàkọ:Location map Niger	Vorlage:Positionskarte Niger
Àdàkọ:Location map Chad	Vorlage:Positionskarte Tschad
Àdàkọ:Location map Sudan	Vorlage:Positionskarte Sudan
Àdàkọ:Location map Eritrea	Vorlage:Positionskarte Eritrea
Àdàkọ:Location map Ethiopia	Vorlage:Positionskarte Äthiopien
Àdàkọ:Location map Cape Verde	Vorlage:Positionskarte Kap Verde
Àdàkọ:Location map Senegal	Vorlage:Positionskarte Senegal
Àdàkọ:Location map Gambia	Vorlage:Positionskarte Gambia
Àdàkọ:Location map Guinea-Bissau	Vorlage:Positionskarte Guinea-Bissau
Àdàkọ:Location map Guinea	Vorlage:Positionskarte Guinea
Àdàkọ:Location map Sierra Leone	Vorlage:Positionskarte Sierra Leone
Àdàkọ:Location map Liberia	Vorlage:Positionskarte Liberia
Àdàkọ:Location map Côte d'Ivoire	Vorlage:Positionskarte Elfenbeinküste
Àdàkọ:Location map Burkina Faso	Vorlage:Positionskarte Burkina Faso
Àdàkọ:Location map Ghana	Vorlage:Positionskarte Ghana
Àdàkọ:Location map Togo	Vorlage:Positionskarte Togo
Àdàkọ:Location map Benin	Vorlage:Positionskarte Benin
Àdàkọ:Location map Nigeria	Vorlage:Positionskarte Nigeria
Àdàkọ:Location map Cameroon	Vorlage:Positionskarte Kamerun
Àdàkọ:Location map Central African Republic	Vorlage:Positionskarte Zentralafrikanische Republik
Àdàkọ:Location map Sao Tome and Principe	Vorlage:Positionskarte São Tomé und Príncipe
Àdàkọ:Location map Equatorial Guinea	Vorlage:Positionskarte Äquatorialguinea
Àdàkọ:Location map Gabon	Vorlage:Positionskarte Gabun
Àdàkọ:Location map Republic of the Congo	Vorlage:Positionskarte Republik Kongo
Àdàkọ:Location map Democratic Republic of the Congo	Vorlage:Positionskarte Demokratische Republik Kongo
Àdàkọ:Location map Uganda	Vorlage:Positionskarte Uganda
Àdàkọ:Location map Kenya	Vorlage:Positionskarte Kenia
Àdàkọ:Location map Rwanda	Vorlage:Positionskarte Ruanda
Àdàkọ:Location map Burundi	Vorlage:Positionskarte Burundi
Àdàkọ:Location map Tanzania	Vorlage:Positionskarte Tansania
Àdàkọ:Location map Mozambique	Vorlage:Positionskarte Mosambik
Àdàkọ:Location map Malawi	Vorlage:Positionskarte Malawi
Àdàkọ:Location map Zambia	Vorlage:Positionskarte Sambia
Àdàkọ:Location map Angola	Vorlage:Positionskarte Angola
Àdàkọ:Location map Namibia	Vorlage:Positionskarte Namibia
Àdàkọ:Location map Botswana	Vorlage:Positionskarte Botswana
Àdàkọ:Location map South Africa	Vorlage:Positionskarte Südafrika
Àdàkọ:Location map Swaziland	Vorlage:Positionskarte Swasiland
Àdàkọ:Location map Comoros	Vorlage:Positionskarte Komoren
Àdàkọ:Location map Mauritius	Vorlage:Positionskarte Mauritius
Àgbájọ Káríayé fún Ìṣọ̀págun	Internationale Organisation für Normung
Hu Jintao	Hu Jintao
Àgùnfọ̀n	Giraffe
José Batlle y Ordóñez	José Batlle y Ordóñez
Jorge Batlle Ibáñez	Jorge Batlle
Address Resolution Protocol	Address Resolution Protocol
Ìsọ̀kan Sófìẹ̀tì	Sowjetunion
Jelena Janković	Jelena Janković
Paraná (ìpínlẹ̀ Brasil)	Paraná
Lil Wayne	Lil Wayne
Èràn àìtóagbóguntàrùn ènìyàn	HIV
Queen (ẹgbẹ́ olórin)	Queen (Band)
Ilẹ̀ọba Aṣọ̀kan Nẹ́dálándì	Königreich der Vereinigten Niederlande
Freddie Mercury	Freddie Mercury
Émile Durkheim	Émile Durkheim
Charles de Secondat, baron de Montesquieu	Charles de Secondat, Baron de Montesquieu
Robert Schuman	Robert Schuman
Henri ilẹ̀ Lúksẹ́mbọ̀rg	Henri (Luxemburg)
Charles K. Kao	Charles Kuen Kao
Humphrey Bogart	Humphrey Bogart
Bruce Lee	Bruce Lee
Wikipedia:Àyọkà pàtàkì	Wikipedia:Exzellente Artikel
John McEnroe	John McEnroe
Mats Wilander	Mats Wilander
Àgbáyé	Welt
Wikipedia:Abẹ́ igi	Wikipedia:Projektdiskussion
Fermont	Vermont
San Diego	San Diego
San Jose, Kalifọ́rníà	San José (Kalifornien)
Denver	Denver
Houston	Houston
Phoenix	Phoenix (Arizona)
Dallas	Dallas
Fort Worth	Fort Worth
Austin	Austin (Texas)
El Paso	El Paso (Texas)
Memphis	Memphis (Tennessee)
Charlotte, North Carolina	Charlotte (North Carolina)
Columbus, Ohio	Columbus (Ohio)
Jacksonville	Jacksonville (Florida)
Àsìá ilẹ̀ Rọ́síà	Flagge Russlands
Wen Jiabao	Wen Jiabao
Guam	Guam
Sàmóà Amẹ́ríkà	Amerikanisch-Samoa
Àwọn Erékùṣù Apáàríwá Mariana	Nördliche Marianen
Àwọn Erékùṣù Kékèké Orílẹ̀-èdè Amẹ́ríkà	United States Minor Outlying Islands
Long Beach	Long Beach (Kalifornien)
ISO 15924	ISO 15924
Edgar Allan Poe	Edgar Allan Poe
Ìlàoòrùn Jẹ́mánì	Deutsche Demokratische Republik
Pópù Páúlù 6k	Paul VI.
Deng Xiaoping	Deng Xiaoping
Guadeloupe	Guadeloupe
Oakland	Oakland
Mártíníkì	Martinique
Mayotte	Mayotte
Réunion	Réunion
Tessalonika	Thessaloniki
Rómù Olómìnira	Römische Republik
Peso Filipínì	Philippinischer Peso
Àmì ọ̀pá àṣẹ ilẹ̀ àwọn Filipínì	Wappen der Philippinen
Tibet	Tibet
Agbègbè Aladawa Tibet	Autonomes Gebiet Tibet
Òbìrípo	Kreis
Tenzin Gyatso, 14th Dalai Lama	Tendzin Gyatsho
John von Neumann	John von Neumann
Donald Knuth	Donald E. Knuth
Xavi	Xavi
Diego Maradona	Diego Maradona
Ògòngò	Afrikanischer Strauß
Arlington	Arlington (Texas)
Sacramento	Sacramento
Honolulu	Honolulu
Korea	Korea
1925	1925
1927	1927
Gao Xingjian	Gao Xingjian
Àwọn Erékùṣù Turks àti Caicos	Turks- und Caicosinseln
Elie Wiesel	Elie Wiesel
Brooklyn	Brooklyn
Joseph E. Stiglitz	Joseph E. Stiglitz
Léon Blum	Léon Blum
1000	1000
999	999
Bertha von Suttner	Bertha von Suttner
Tucson	Tucson
1955	1955
1954	1954
1953	1953
1951	1951
1950	1950
1946	1946
1943	1943
1942	1942
1940	1940
1939	1939
1938	1938
1937	1937
1936	1936
1935	1935
6514 Torahiko	(6514) Torahiko
1934	1934
Senusret 2k	Sesostris II.
1933	1933
Amenemhat 2k	Amenemhet II.
1932	1932
Senusret 1k	Sesostris I.
Amenemhat 1k	Amenemhet I.
1931	1931
1930	1930
1929	1929
Pyongyang	Pjöngjang
Májẹ̀mú Titun	Neues Testament
Global Positioning System	Global Positioning System
Luise Rainer	Luise Rainer
Arthur Balfour	Arthur James Balfour, 1. Earl of Balfour
Edwin McMillan	Edwin Mattison McMillan
Ẹ̀bùn Akádẹ́mì	Oscar
Ẹ̀wádún 2010	2010er
Mario J. Molina	Mario J. Molina
STS-51-L	STS-51-L
Pròkáríọ́tì	Prokaryoten
Ẹ̀ùkáríọ́tì	Eukaryoten
(4443) 1985 RD4	(4443) Paulet
Henry Fonda	Henry Fonda
George Bernard Shaw	George Bernard Shaw
Ma Ying-jeou	Ma Ying-jeou
1001	1001
1002	1002
1003	1003
1005	1005
1006	1006
1007	1007
1008	1008
1009	1009
1010	1010
1011	1011
1012	1012
1013	1013
1014	1014
Amenemhat 3k	Amenemhet III.
1015	1015
Amenemhat 4k	Amenemhet IV.
1016	1016
Senusret 3k	Sesostris III.
1017	1017
1018	1018
1019	1019
1020	1020
1021	1021
1022	1022
1023	1023
1024	1024
1025	1025
1026	1026
1027	1027
1028	1028
1029	1029
1030	1030
1031	1031
Ife-ẹ̀yẹ Àgbáyé Bọ́ọ̀lù-ẹlẹ́sẹ̀	Fußball-Weltmeisterschaft
1032	1032
1033	1033
1034	1034
1035	1035
Kamose	Kamose
1036	1036
1037	1037
1038	1038
1039	1039
1040	1040
1041	1041
1042	1042
1043	1043
1044	1044
1045	1045
1046	1046
1047	1047
1048	1048
1049	1049
1050	1050
1051	1051
