Africa	Afrika
Ioannes Iacobus Bernhardi	Johann Jakob Bernhardi
Sevim Dağdelen	Sevim Dağdelen
Albertus de Eyb	Albrecht von Eyb
Dorothea Dörrie	Doris Dörrie
Bülent Ceylan	Bülent Ceylan
Bodo Hombach	Bodo Hombach
Benedictus Assou-Ekotto	Benoît Assou-Ekotto
Adamus Remmele	Adam Remmele
Gustavus Trunk	Gustav Trunk
Antonius Geiß	Anton Geiß
Gulielmus von Humboldt	Wilhelm von Humboldt
Carolus-Hinricus Funke	Karl-Heinz Funke
Ioannes Georgius Calmeyer	Hans Georg Calmeyer
Christina Bergmann	Christine Bergmann
Xystus Betulius	Sixtus Birck
Martinus Mosebach	Martin Mosebach
Hannelora Rönsch	Hannelore Rönsch
Iulius Meier-Graefe	Julius Meier-Graefe
Robertus Tillmanns	Robert Tillmanns
Ericus Vagts	Erich Vagts
Wolf Schneider	Wolf Schneider
Ioannes Cornelius	Jan Cornelius (Schriftsteller)
Petrus Stuhlmacher	Peter Stuhlmacher
Gaius Iulius Caesar (natus 1951)	Cajus Julius Caesar
Fridericus Kuhn	Fritz Kuhn
Gulielmus Blos	Wilhelm Blos
Birgitta Diezel	Birgit Diezel
Carolus Bernhardi	Karl Bernhardi
Reinhardus Höppner	Reinhard Höppner
Hermannus Ehlers	Hermann Ehlers
Ioannes Bayerus	Johann Bayer
Gulielmus Auriacus	Wilhelm I. (Oranien)
Rosa Maria Schneider	Romy Schneider
Ernestus Kaltenbrunner	Ernst Kaltenbrunner
Leopoldus de Sacher-Masoch	Leopold von Sacher-Masoch
Albanus Berg	Alban Berg
Georgius Trakl	Georg Trakl
Iosephus Schumpeter	Joseph Schumpeter
Richardus Zsigmondy	Richard Zsigmondy
Fridericus Pregl	Fritz Pregl
Rudolphus Steiner	Rudolf Steiner
Robertus Musil	Robert Musil
Alfredus Hermannus Fried	Alfred Hermann Fried
Thomas Klestil	Thomas Klestil
Stephanus Zweig	Stefan Zweig
Thomas Masaryk	Tomáš Garrigue Masaryk
Arthurus Koestler	Arthur Koestler
Conradus Lorenz	Konrad Lorenz
Aloysius Hitler	Alois Hitler
Carolus Cori	Carl Ferdinand Cori
Ernestus Gombrich	Ernst Gombrich
Iosephus Roth	Joseph Roth
Franciscus Werfel	Franz Werfel
Anna Netrebko	Anna Jurjewna Netrebko
Christina Stürmer	Christina Stürmer
Augustus Carolus Ditters de Dittersdorf	Carl Ditters von Dittersdorf
Ricardus Coudenhove-Kalergi	Richard Nikolaus Coudenhove-Kalergi
Nicolaus Harnoncourt	Nikolaus Harnoncourt
Ericus Kleiber	Erich Kleiber
Carolus Lueger	Karl Lueger
Ernestus de Dohnányi	Ernst von Dohnányi
Nicolaus Maria Brandauer	Klaus Maria Brandauer
Otmar Suitner	Otmar Suitner
Franciscus König	Franz König
Carolus Djerassi	Carl Djerassi
Antonius Zeilinger	Anton Zeilinger
Richardus Tauber	Richard Tauber
Theophilus Hansen	Theophil von Hansen
Maximus Reinhardt	Max Reinhardt
Ienisea	Jenissei
Iacobus Prandtauer	Jakob Prandtauer
Guido Adler	Guido Adler (Musikwissenschaftler)
Gulielmus Molterer	Wilhelm Molterer
Iosephus Labor	Josef Labor
Augustus Kubizek	August Kubizek
Colyma	Kolyma
Ioannes Hollein	Hans Hollein
Clemens Krauss	Clemens Krauss (Dirigent)
Carolus Henricus Böhm	Karlheinz Böhm
Otto A. Zdansky	Otto Zdansky
Monocotyledones	Monokotyledonen
Bertoldus Viertel	Berthold Viertel
Peloponnesus	Peloponnes
Augustus Sicardus de Sicardsburg	August Sicard von Sicardsburg
Paulus Ferdinandus Schilder	Paul Schilder
Ernestus Fuchs	Ernst Fuchs (Arzt)
Eduardus Bloch	Eduard Bloch (Arzt)
Theodorus de Oppolzer	Theodor von Oppolzer
Ervinus Kräutler	Erwin Kräutler
Ericus Mauritius de Hornbostel	Erich Moritz von Hornbostel
Eberhardus Waechter	Eberhard Waechter
Ferdinandus de Saar	Ferdinand von Saar
Bruno Buchberger	Bruno Buchberger
Eduardus van der Nüll	Eduard van der Nüll
Sanctus Ludovicus Potosius	San Luis Potosí (Bundesstaat)
Alfredus Roller	Alfred Roller
Aemilius Paur	Emil Paur
Helimutus Zilk	Helmut Zilk
Andreas Franciscus Frühwirth	Andreas Franz Frühwirth
Iohannes Rudolphus Kutschker	Johann Rudolf Kutschker
Guntherus Beck	Günther Beck von Mannagetta und Lerchenau
Cithara electrica	E-Gitarre
Theodorus Innitzer	Theodor Innitzer
Franciscus Xaverius Nagl	Franz Xaver Nagl
Iosephus Franciscus de Jacquin	Joseph Franz von Jacquin
Fridericus Gustavus Piffl	Friedrich Gustav Piffl
Abraham Arden Brill	Abraham Brill
Carolus Antonius de Martini	Karl Anton von Martini
Ioannes Arminius Groër	Hans Hermann Groër
Ernestus Badian	Ernst Badian
Herwig Wolfram	Herwig Wolfram
Franciscus Buxbaum	Franz Buxbaum
Leopoldus Gratz	Leopold Gratz
Petrus Zeeman	Pieter Zeeman
Carolus Ferdinandus de Buol-Schauenstein	Karl Ferdinand von Buol-Schauenstein
Superman	Superman
Gualterus Scott	Walter Scott
Franciscus Schalk	Franz Schalk
Carolus Grobben	Karl Grobben
Irene Harand	Irene Harand
Spider-Man	Spider-Man
340 a.C.n.	340 v. Chr.
213 a.C.n.	213 v. Chr.
312 a.C.n.	312 v. Chr.
Amethystus	Amethyst
Aevum Cambricum	Kambrium
Kama	Kama (Fluss)
Fritzi Massary	Fritzi Massary
Iosephus Škoda	Josef von Škoda
Eslöv	Eslöv
Anticorpus	Antikörper
Google Play	Google Play
Licentia	Lizenz
Cereus	Kerze
Oligarchia	Oligarchie
Queretarum	Querétaro (Bundesstaat)
Barometrum	Barometer
Ioannes Miltonus	John Milton
Bingöl (provincia)	Bingöl (Provinz)
427 a.C.n.	427 v. Chr.
The Silmarillion	Das Silmarillion
332 a.C.n.	332 v. Chr.
296 a.C.n.	296 v. Chr.
260 a.C.n.	260 v. Chr.
228 a.C.n.	228 v. Chr.
224 a.C.n.	224 v. Chr.
298 a.C.n.	298 v. Chr.
Friends	Friends
Vicipaedia:Conventicula vicipaedianorum	Wikipedia:Treffen der Wikipedianer
Fridericus I (imperator)	Friedrich I. (HRR)
Recuperatio Hispanica	Reconquista
Morbillus	Masern
Cervus elaphus	Rothirsch
273 a.C.n.	273 v. Chr.
Armeni	Armenier
Translatio machinalis	Maschinelle Übersetzung
Turma Pedilusoria Nationalis Argentina	Argentinische Fußballnationalmannschaft
Cavia porcellus	Hausmeerschweinchen
Constantia (Romania)	Constanța
Mulhusia	Mülhausen
Cannabis	Hanf
Adam Mickiewicz	Adam Mickiewicz
261 a.C.n.	261 v. Chr.
305 a.C.n.	305 v. Chr.
387 a.C.n.	387 v. Chr.
Ventus solaris	Sonnenwind
Harmonium	Akkordeon
Ardahan (provincia)	Ardahan (Provinz)
Aydın (provincia)	Aydın (Provinz)
Hantonia	Southampton
Factio Communistica Unionis Sovieticae	Kommunistische Partei der Sowjetunion
Iconium	Konya
Certamen Mundanum Pedilusorium (2014)	Fußball-Weltmeisterschaft 2014
Mechoacana	Michoacán
Birmingham (Alabama)	Birmingham (Alabama)
Reges Franciae	Liste der Staatsoberhäupter Frankreichs
Ira	Zorn
Isis	Isis
Debrecinum	Debrecen
Linguae Finno-Ugricae	Finno-ugrische Sprachen
Scriptura Braille	Brailleschrift
Trias politica	Gewaltenteilung
Cytoplasma	Cytoplasma
Hieronymus David Salinger	J. D. Salinger
Bellum Civile Russicum	Russischer Bürgerkrieg
Organizatio re publica vacans	Nichtregierungsorganisation
Durangum (Mexicum)	Durango (Bundesstaat)
Naiaritis	Nayarit
Puebla	Puebla (Bundesstaat)
Materia nigra	Dunkle Materie
Reticulum endoplasmaticum	Endoplasmatisches Retikulum
Acne	Akne
Pollen	Pollen
Via 66	Route 66
335 a.C.n.	335 v. Chr.
470 a.C.n.	470 v. Chr.
211 a.C.n.	211 v. Chr.
271 a.C.n.	271 v. Chr.
290 a.C.n.	290 v. Chr.
Vicipaedia:Fons	Wikipedia:Belege
Aquae Caldae	Aguascalientes (Bundesstaat)
283 a.C.n.	283 v. Chr.
284 a.C.n.	284 v. Chr.
Vasilla	Wasilla
299 a.C.n.	299 v. Chr.
Christus Redemptor	Cristo Redentor (Rio de Janeiro)
Orda Aurea	Goldene Horde
Emma Goldman	Emma Goldman
Iacobus I (rex Angliae)	Jakob I. (England)
Varanasi	Varanasi
Iosephus Mourinho	José Mourinho
Ethernet	Ethernet
Viginti quinque	Fünfundzwanzig
Viginti quattuor	Vierundzwanzig
Christopolis	Christchurch
Stratum ozontis	Ozonschicht
Uranus (deus)	Uranos
Coronel Fabriciano	Coronel Fabriciano
Filix	Farne
Tamaulipae	Tamaulipas
Tiba (praefectura)	Präfektur Chiba
Duneburgum	Daugavpils
Alexander I	Alexander I. (Bischof von Rom)
Generis Armenorum occidio	Völkermord an den Armeniern
Amasea (provincia)	Amasya (Provinz)
Liber Ruth	Buch Rut
Syngrapha nummaria	Scheck
Prison Break	Prison Break
Charlize Theron	Charlize Theron
Alphonsus Capone	Al Capone
Araratus (provincia)	Ağrı (Provinz)
Tauris	Täbris
Praemium Nobelianum physiologiae et medicinae	Nobelpreis für Physiologie oder Medizin
Elias Canetti	Elias Canetti
Artes humaniores	Humanities
Burdur (provincia)	Burdur (Provinz)
Kenzaburo Oe	Kenzaburō Ōe
Prophetia Danielis	Buch Daniel
Iudicia Norimbergensia	Nürnberger Prozesse
Demetrius Sostakovic	Dmitri Dmitrijewitsch Schostakowitsch
Aemilia Brontë	Emily Brontë
341 a.C.n.	341 v. Chr.
291 a.C.n.	291 v. Chr.
343 a.C.n.	343 v. Chr.
349 a.C.n.	349 v. Chr.
Pan (genus)	Schimpansen
308 a.C.n.	308 v. Chr.
292 a.C.n.	292 v. Chr.
380 a.C.n.	380 v. Chr.
267 a.C.n.	267 v. Chr.
Pardofelis	Marmorkatze
339 a.C.n.	339 v. Chr.
338 a.C.n.	338 v. Chr.
294 a.C.n.	294 v. Chr.
Dendrochronologia	Dendrochronologie
302 a.C.n.	302 v. Chr.
214 a.C.n.	214 v. Chr.
328 a.C.n.	328 v. Chr.
Iosephus Ludovicus Lagrange	Joseph-Louis Lagrange
Tamarindus	Tamarindenbaum
Rhymnus	Ural (Fluss)
Quintana Roo	Quintana Roo (Bundesstaat)
Sinaloa	Sinaloa
Zacatecae	Zacatecas (Bundesstaat)
Pontificium Consilium de Cultura	Päpstlicher Rat für die Kultur
Urbs Vetita	Verbotene Stadt
Amblycipitidae	Schlankwelse
Om Puri	Om Puri
Halldór Laxness	Halldór Laxness
Gulielmus P. Murphy	William Parry Murphy
Bellum Civile Anglicum	Englischer Bürgerkrieg
Bengala	Bengalen
Olympus	Olymp
Epistula I ad Corinthios	1. Brief des Paulus an die Korinther
Milvus migrans	Schwarzmilan
Batman (provincia)	Batman (Provinz)
Rhincodon typus	Walhai
Insulae Curilenses	Kurilen
Pericles	Perikles
Iuliana Moore	Julianne Moore
Nova Zembla	Nowaja Semlja
Dioecesis Cachoëirensis	Bistum São Gabriel da Cachoeira
Anna Achmatova	Anna Andrejewna Achmatowa
Zell unter Aichelberg	Zell unter Aichelberg
Bad Ditzenbach	Bad Ditzenbach
Anacletus	Anaklet
Locus de Pignano	Appignano
Birenbach	Birenbach
Burgstetten	Burgstetten
Deggingen	Deggingen
Baltmannsweiler	Baltmannsweiler
Empfingen	Empfingen
Robertus Haskell	Robert Haskell
Miroslav Klose	Miroslav Klose
Gammelshausen	Gammelshausen
Glatten	Glatten
Bad Rippoldsau-Schapbach	Bad Rippoldsau-Schapbach
Herpestidae	Mangusten
Adelberg	Adelberg
Bempflingen	Bempflingen
Patna	Patna
Frickenhausen (Badenia-Virtembergia)	Frickenhausen (Württemberg)
Weisenbach	Weisenbach
Gabriel Princip	Gavrilo Princip
Erkenbrechtsweiler	Erkenbrechtsweiler
Bissingen an der Teck	Bissingen an der Teck
Arvert	Arvert
Elchesheim-Illingen	Elchesheim-Illingen
Nicolaus Ceauşescu	Nicolae Ceaușescu
Engelsbrand	Engelsbrand
Ölbronn-Dürrn	Ölbronn-Dürrn
Alla Pugačëva	Alla Borissowna Pugatschowa
Wimsheim	Wimsheim
Caecilia Romana	Cäcilia von Rom
Wiernsheim	Wiernsheim
Wolfschlugen	Wolfschlugen
Iulius II	Julius II.
Sternenfels	Sternenfels
MIDI	Musical Instrument Digital Interface
Acernum	Acerno
Altbach	Altbach
Börtlingen	Börtlingen
Acropolis (Campania)	Agropoli
Albanella	Albanella
Tiefenbronn	Tiefenbronn
Van (provincia)	Van (Provinz)
Deizisau	Deizisau
Alphanus	Alfano (Kampanien)
Raimundus Toletanus	Raimund von Toledo
Alta Villa (Provincia Salernitana)	Altavilla Silentina
Maulbronn	Maulbronn
Antiochia ad Orontem	Antakya
Amalphia	Amalfi
Knittlingen	Knittlingen
Angrium	Angri
Ottersweier	Ottersweier
Aquaria (Campania)	Aquara
Remchingen	Remchingen
Isacia	Ascea
Loffenau	Loffenau
Atina (Campania)	Atena Lucana
Kieselbronn	Kieselbronn
Atrania	Atrani
Niefern-Öschelbronn	Niefern-Öschelbronn
Arthurus Miller	Arthur Miller
Auleta	Auletta (Kampanien)
Mühlhausen im Täle	Mühlhausen im Täle
Hyginus Papa	Hyginus (Bischof von Rom)
Oberboihingen	Oberboihingen
Neuhausen auf den Fildern	Neuhausen auf den Fildern
Anaximenes	Anaximenes
Böhmenkirch	Böhmenkirch
Wörnersberg	Wörnersberg
Eduardus Grieg	Edvard Grieg
Grömbach	Grömbach
Schlierbach (Badenia-Virtembergia)	Schlierbach (Württemberg)
Salach	Salach
Lichtenwald	Lichtenwald
Notzingen	Notzingen
Köngen	Köngen
Baronissi	Baronissi
Neidlingen	Neidlingen
370 a.C.n.	370 v. Chr.
Baptipalea	Battipaglia
Holzmaden	Holzmaden
Bellitiae	Bellizzi
Neckartenzlingen	Neckartenzlingen
Belrisguardum	Bellosguardo
Bracilianum	Bracigliano
Althütte	Althütte
219 a.C.n.	219 v. Chr.
Volcetium	Buccino
Mühlacker	Mühlacker
Heimsheim	Heimsheim
Weilheim an der Teck	Weilheim an der Teck
479 a.C.n.	479 v. Chr.
Neuhausen (Enz)	Neuhausen (Enzkreis)
Neulingen	Neulingen
Bonum Habitaculum	Buonabitacolo
Lenningen	Lenningen
Schopfloch (Badenia-Virtembergia)	Schopfloch (Schwarzwald)
Keltern	Keltern (Baden)
Imperium Hispanicum	Spanisches Kolonialreich
Ohmden	Ohmden
Muggensturm	Muggensturm
Caggianum	Caggiano (Kampanien)
358 a.C.n.	358 v. Chr.
Schlat	Schlat
Calvanicum	Calvanico
Kuchen	Kuchen (Gemeinde)
Camarota	Camerota
329 a.C.n.	329 v. Chr.
Beuren (Badenia-Virtembergia)	Beuren (bei Nürtingen)
Dynamites	Dynamit
Campania (Provincia Salernitana)	Campagna (Kampanien)
Campora	Campora (Kampanien)
Charlton Heston	Charlton Heston
Terra Ulvae (Campania)	Cannalonga
Caput Aqueum	Capaccio
Casalitium (Campania)	Casal Velino
Castrum Novum (Provincia Salernitana)	Casalbuono
Casalectum (Campania)	Casaletto Spartano
Neuenbürg	Neuenbürg
Daniel Davis (gubernator)	Daniel F. Davis
Ioshua Laurentius Chamberlain	Joshua Lawrence Chamberlain
Seldon Connor	Seldon Connor
Casellae (Campania)	Caselle in Pittari
Castrum Sancti Georgii (Campania)	Castel San Giorgio
Castrum Sancti Laurentii (Campania)	Castel San Lorenzo
Castelluccia	Castelcivita
Castrum Abbatis	Castellabate
Castrum Novum Cilentanum	Castelnuovo Cilento
Solarium	Sonnenuhr
Wangen (Göppingen)	Wangen (bei Göppingen)
Rieda	Albisrieden
Unterensingen	Unterensingen
Dürnau (Göppingen)	Dürnau (Landkreis Göppingen)
Denkendorf (Badenia-Virtembergia)	Denkendorf (Württemberg)
Sputnik 1	Sputnik 1
Harry Potter and the Order of the Phoenix	Harry Potter und der Orden des Phönix
Lauterstein	Lauterstein
Anna Bolena	Anne Boleyn
Uhingen	Uhingen
Castrum Novum Compsanorum	Castelnuovo di Conza
Circuitus integratus	Integrierter Schaltkreis
Castillio (Campania)	Castiglione del Genovesi
Geislingen an der Steige	Geislingen an der Steige
Supernaturale	Supranaturalismus
Lingua franca	Verkehrssprache
Ebersbach an der Fils	Ebersbach an der Fils
SC Internacional	SC Internacional
307 a.C.n.	307 v. Chr.
Ferdinandus Toletanus Dux Albanus	Fernando Álvarez de Toledo, Herzog von Alba
Süßen	Süßen
Cellae Bulgariae	Celle di Bulgheria
Wiesensteig	Wiesensteig
334 a.C.n.	334 v. Chr.
Centula	Centola
Cerasus (Italia)	Ceraso
Gabriella Mistral	Gabriela Mistral
Donzdorf	Donzdorf
Reactorium nucleare	Kernreaktor
Ciceralis	Cicerale
Collianum	Colliano
Concha	Conca dei Marini
Iacobus Chadwick	James Chadwick
Contronum	Controne
Conturtium	Contursi Terme
Corbaria (Campania)	Corbara (Kampanien)
Sigrida Undset	Sigrid Undset
Corletum	Corleto Monforte
Bellum clandestinum	Guerilla
Cuccarus	Cuccaro Vetere
Citaria	Cetara
Pearl S. Buck	Pearl S. Buck
Hidalgum	Hidalgo (Bundesstaat)
Donaldus A. Glaser	Donald Arthur Glaser
Brian Kobilka	Brian Kobilka
Campesis	Campeche (Bundesstaat)
Robertus Lefkowitz	Robert Lefkowitz
Tabascum	Tabasco (Bundesstaat)
Shinya Yamanaka	Shin’ya Yamanaka
Commissio Securitatis Publicae URSS	KGB
Tragoedia	Tragödie
Ebulum	Eboli (Kampanien)
Ioannes Travolta	John Travolta
Filecta	Felitto
Fiscianum	Fisciano
Furori	Furore (Kampanien)
Ludificatio Calendarum Aprilium	Aprilscherz
Futani	Futani
Svanto Augustus Arrhenius	Svante Arrhenius
Gifonum Sex Casales	Giffoni Sei Casali
Elysium (pellicula)	Elysium (2013)
Gifonum Vallis Plana	Giffoni Valle Piana
Educatio animalium	Tierhaltung
Ioae	Gioi
Catharina Blanchett	Cate Blanchett
Ebudes Exteriores	Äußere Hebriden
Nihilismus	Nihilismus
Iunganus	Giungano
Ispani	Ispani
Ientaculum	Frühstück
Princeps Philippus, dux Edimburgi	Philip, Duke of Edinburgh
Hewlett-Packard	Hewlett-Packard
Pliezhausen	Pliezhausen
Fezza	Fès
Ioannes Ioannis filius Medices	Giovanni dalle Bande Nere
Bhopala	Bhopal
Catharina Sfortia	Caterina Sforza
Braunsbach	Braunsbach
Laureana	Laureana Cilento
Murus incendiarius	Firewall
Laurinus	Laurino
Ricardus II (rex Angliae)	Richard II. (England)
Lavianum	Laviano
Ars rhetorica	Rhetorik
Lustra	Lustra
Hemsbach	Hemsbach
Malleanum Vetus	Magliano Vetere
Reghinna Maior	Maiori
Kreßberg	Kreßberg
Iudas Iscariot	Judas Ischariot
Penna	Feder
Bühlerzell	Bühlerzell
Mons Regis (Mexicum)	Monterrey
Michelbach an der Bilz	Michelbach an der Bilz
Mainhardt	Mainhardt
Caroloregium	Charleroi
Michelfeld	Michelfeld
Forum Sancti Severini	Mercato San Severino
Sulzbach-Laufen	Sulzbach-Laufen
Ebudes Interiores	Innere Hebriden
Reghinna Minor	Minori
Procella	Sturm
Mojus (Campania)	Moio della Civitella
Montanus (Campania)	Montano Antilia
Homoiopathia	Homöopathie
Fichtenau	Fichtenau
Mons Sancti Iacobi	Monte San Giacomo
Vellberg	Vellberg
Mons Coracis	Montecorice
Index secretariorum generalium Consociationis Nationum	Generalsekretär der Vereinten Nationen
Ilshofen	Ilshofen
Mons Corvinus Puleanum	Montecorvino Pugliano
Beuron	Beuron
Mons Corvinus Rubella	Montecorvino Rovella
Mons Fortis (Campania)	Monteforte Cilento
Henricus Poincaré	Henri Poincaré
Stimpfach	Stimpfach
Mons Sanus	Montesano sulla Marcellana
Collegium Magnae Aulae Universitatis (Oxonia)	University College (Oxford)
Wolpertshausen	Wolpertshausen
Muriceratum	Morigerati
Collegium Omnium Animarum (Oxonia)	All Souls College
Waldachtal	Waldachtal
Edingen-Neckarhausen	Edingen-Neckarhausen
Altenriet	Altenriet
Canno	Kanone
Bühlertann	Bühlertann
Heiligkreuzsteinach	Heiligkreuzsteinach
Bammental	Bammental
Großerlach	Großerlach
Deißlingen	Deißlingen
Kaisersbach	Kaisersbach
Dipylidium caninum	Gurkenkernbandwurm
Manchuria	Mandschurei
Andreas Celsius	Anders Celsius
Olomucium	Olmütz
Villa Cardilio	Torres Novas (Portugal)
Huniricus (rex Vandalorum)	Hunerich
Nuceria Summa	Nocera Superiore
304 a.C.n.	304 v. Chr.
Fluorn-Winzeln	Fluorn-Winzeln
Petrus Mladenov	Petar Mladenow
Novi (Campania)	Novi Velia
348 a.C.n.	348 v. Chr.
Oleaster (Campania)	Ogliastro Cilento
Rechberghausen	Rechberghausen
Olibanum (Campania)	Olevano sul Tusciano
Iacobus Biffi	Giacomo Biffi
309 a.C.n.	309 v. Chr.
Drackenstein	Drackenstein
Olivetum (Campania)	Oliveto Citra
Ominianus	Omignano
Collegium Beatae Mariae Magdalenae (Oxonia)	Magdalen College
Polymerum	Polymer
Horrea	Orria
342 a.C.n.	342 v. Chr.
Yperitum	Senfgas
Optatum	Ottati
303 a.C.n.	303 v. Chr.
Iffezheim	Iffezheim
364 a.C.n.	364 v. Chr.
Collegium Iesu (Oxonia)	Jesus College (Oxford)
268 a.C.n.	268 v. Chr.
Insula Baffin	Baffininsel
Zerum absolutum	Absoluter Nullpunkt
Altdorf (Esslingen)	Altdorf (Landkreis Esslingen)
469 a.C.n.	469 v. Chr.
Dunningen	Dunningen
Sinzheim	Sinzheim
Zimmern ob Rottweil	Zimmern ob Rottweil
Pippinus III (maior domus)	Pippin der Jüngere
Petrus Stojanov	Petar Stojanow
Kirchberg an der Murr	Kirchberg an der Murr
278 a.C.n.	278 v. Chr.
Ioannes Gurdon	John Gurdon
Alexander Petőfi	Sándor Petőfi
286 a.C.n.	286 v. Chr.
Michael Shanks	Michael Shanks (Schauspieler)
Morphinum	Morphin
Siemens AG	Siemens
Automatum monetale	Geldautomat
Wellendingen	Wellendingen
Liber Iudicum	Buch der Richter
Baiersbronn	Baiersbronn
Carolus Popper	Karl Popper
Königsbach-Stein	Königsbach-Stein
Eschbronn	Eschbronn
Padula	Padula
Rudersberg	Rudersberg
Pagani (Italia)	Pagani (Kampanien)
Kämpfelbach	Kämpfelbach
390 a.C.n.	390 v. Chr.
Pallum	Palomonte
Pelletianum	Pellezzano
274 a.C.n.	274 v. Chr.
Hochdorf (Esslingen)	Hochdorf (bei Plochingen)
Perdifumus	Perdifumo
Piretus (Campania)	Perito
Ager (mensura)	Acre
Pertusia	Pertosa
Organizatio securitati cooperationique in Europa favendis	Organisation für Sicherheit und Zusammenarbeit in Europa
Epfendorf	Epfendorf
Forbach (Badenia-Virtembergia)	Forbach (Baden)
Greenpeace	Greenpeace
Abetina	Petina (Kampanien)
Eschenbach (Badenia-Virtembergia)	Eschenbach (Württemberg)
289 a.C.n.	289 v. Chr.
Vöhringen (Badenia-Virtembergia)	Vöhringen (Württemberg)
272 a.C.n.	272 v. Chr.
Plagenae Superiorum	Piaggine
Harrison Ford	Harrison Ford
Pyxuntum	Pisciotta
Pola (Italia)	Polla
Pullica	Pollica
Pons Canianus Faianum	Pontecagnano Faiano
Posidianum	Positano
C--	C--
Postilio	Postiglione
Schenkenzell	Schenkenzell
Plagianus	Praiano
Prignanus	Prignano Cilento
Systema numericum decimale	Dezimalsystem
Cicer arietinum	Kichererbse
Spiegelberg	Spiegelberg
Fractal	Fraktal
Acapulcum	Acapulco
Leutenbach (Badenia-Virtembergia)	Leutenbach (Württemberg)
Alkenum	Alkene
Unterkirnach	Unterkirnach
Königsfeld im Schwarzwald	Königsfeld im Schwarzwald
Noë	Noach
Eningen unter Achalm	Eningen unter Achalm
Rebellum	Ravello
Gütenbach	Gütenbach
Brigachtal	Brigachtal
Recilianum	Ricigliano
Gualterius Whitman	Walt Whitman
Rocca Aspidis	Roccadaspide
Dauchingen	Dauchingen
Rocca Gloriosa	Roccagloriosa
Aldous Huxley	Aldous Huxley
Rocca Pedismontis	Roccapiemonte
Rofranus	Rofrano
Sonnenbühl	Sonnenbühl
Romanianum (Campania)	Romagnano al Monte
Roscineum	Roscigno
Spinacia oleracea	Spinat
Mehrstetten	Mehrstetten
Praemium Michaeli de Cervantes dicatum	Cervantespreis
Rotinus	Rutino
Saccus (Italia)	Sacco (Kampanien)
Consilinum	Sala Consilina
Sala Ioharum	Salento (Kampanien)
Levans	Levante
Walddorfhäslach	Walddorfhäslach
Salvitellae	Salvitelle
Lauterbach (Silva Nigra)	Lauterbach (Schwarzwald)
Straubenhardt	Straubenhardt
Mare Britannicum	Keltische See
Hülben	Hülben
Hohenstein (Badenia-Virtembergia)	Hohenstein (Landkreis Reutlingen)
Carolus I (rex Angliae)	Karl I. (England)
Citrus	Zitruspflanzen
Grafenberg	Grafenberg (Landkreis Reutlingen)
Pierce Brosnan	Pierce Brosnan
Kimi ga yo	Kimi Ga Yo
Fanum Sancti Cypriani (Salernum)	San Cipriano Picentino
Grabenstetten	Grabenstetten
Fanum Sancti Ioannis ad Pirum	San Giovanni a Piro
Theodoricus Bach	Dirk Bach
Fanum Sancti Gregorii (Provincia Salernitana)	San Gregorio Magno (Kampanien)
Motus Libycus anni 2011	Bürgerkrieg in Libyen (2011)
Iconium (provincia)	Konya (Provinz)
Terra Sancti Magni Pedemontis	San Mango Piemonte
Fanum Sancti Martiani (Campania)	San Marzano sul Sarno
Casalis Sancti Mauri	San Mauro Cilento
Pascal	Pascal (Programmiersprache)
Bad Boll	Bad Boll
Casalis Sancti Mauri de Bruca	San Mauro la Bruca
Segedinum	Szeged
Casalis Sancti Petri	San Pietro al Tanagro
Fanum Sancti Ruphi	San Rufo
Valles Magni Chasmatis	Großer Afrikanischer Grabenbruch
Balentinum	San Valentino Torio
Cucumis melo	Zuckermelone
Fanum Sancti Angeli ad Phasanellam	Sant’Angelo a Fasanella
Aichwald	Aichwald
Casalis Sancti Arsenii	Sant’Arsenio
Mönsheim	Mönsheim
Agger	Agger (Befestigung)
Laudenbach (Badenia-Virtembergia)	Laudenbach (Bergstraße)
Fanum Sancti Aegidii Montis Albini	Sant’Egidio del Monte Albino
Sankt Leon-Rot	St. Leon-Rot
Fanum Sanctae Marinae (Campania)	Santa Marina
Fanum Sancti Mennae	Santomenna
Sixtus I	Sixtus I.
Valentinus Paniagua Corazao	Valentín Paniagua Corazao
Exonymum	Exonym und Endonym
Neckartailfingen	Neckartailfingen
Telesphorus	Telesphorus
Santia	Sanza
Sapri	Sapri
Sarnus	Sarno (Kampanien)
Saxanum	Sassano
Acacia	Acacia
Bertholletia excelsa	Paranussbaum
Steinmauern	Steinmauern
Scala (Campania)	Scala (Kampanien)
Loßburg	Loßburg
Franciscus Mauriac	François Mauriac
Kohlberg (Badenia-Virtembergia)	Kohlberg (Württemberg)
Serra Mediana	Serramezzana
Serrae (Italia)	Serre (Kampanien)
The Da Vinci Code (mythistoria)	Sakrileg (Roman)
Seewald	Seewald
314 a.C.n.	314 v. Chr.
Suessa (Salernum)	Sessa Cilento
Hattenhofen (Badenia-Virtembergia)	Hattenhofen (Württemberg)
Sianum	Siano
Eutingen im Gäu	Eutingen im Gäu
344 a.C.n.	344 v. Chr.
Sicinianum	Sicignano degli Alburni
Purceoli	Stella Cilento
325 a.C.n.	325 v. Chr.
Opilio	Schäferei
Schwaikheim	Schwaikheim
429 a.C.n.	429 v. Chr.
Carolus de Coulomb	Charles Augustin de Coulomb
Ispringen	Ispringen
Silesia	Schlesien
Friolzheim	Friolzheim
Camentia	Kamenz
Stius	Stio
Dettingen unter Teck	Dettingen unter Teck
